parasite_leaf:,host_leaf
P6,H5
P6,H7
P315,H47
P314,H22
P142,H35
P128,H30
P128,H34
P196,H31
P197,H18
P51,H6
P51,H20
P23,H8
P23,H12
P72,H15
P72,H24
P73,H25
P280,H43
P281,H20
P206,H42
P311,H38
P311,H46
P310,H46
P241,H47
P208,H42
P209,H43
P242,H46
P243,H47
P262,H41
P262,H45
P263,H45
P323,H46
P322,H50
P293,H51
P183,H40
P286,H4
P287,H4
P40,H11
P40,H15
P272,H48
P273,H49
P274,H48
P275,H49
P200,H35
P155,H33
P198,H30
P198,H34
P199,H22
P193,H25
P210,H42
P211,H43
P265,H43
P264,H47
P244,H38
P244,H46
P289,H33
P288,H31
P235,H31
P343,H35
P342,H18
P53,H20
P216,H40
P217,H40
P300,H50
P301,H51
P338,H35
P339,H20
P219,H45
P32,H2
P32,H4
P298,H50
P299,H51
P229,H41
P229,H45
P236,H12
P236,H40
P237,H36
P126,H29
P144,H36
P145,H37
P77,H26
P248,H46
P249,H47
P204,H36
P156,H34
P131,H35
P167,H21
P167,H31
P166,H31
P159,H31
P194,H18
P195,H18
P320,H35
P321,H29
P313,H35
P134,H34
P334,H50
P335,H23
P303,H51
P258,H45
P330,H51
P331,H37
P296,H50
P187,H40
P113,H26
P307,H35
P306,H31
P55,H6
P55,H20
P332,H50
P333,H50
P291,H51
P221,H45
P232,H40
P233,H20
P308,H49
P309,H49
P266,H48
P71,H25
P231,H20
P230,H37
P146,H36
P101,H20
P97,H27
P97,H29
P318,H35
P319,H49
P164,H26
P115,H29
P89,H19
P89,H26
P294,H50
P295,H51
P225,H45
P185,H40
P20,H8
P20,H13
P151,H9
P151,H32
P150,H32
P123,H33
P276,H42
P277,H4
P304,H31
P305,H20
P176,H18
P317,H51
P316,H23
P148,H36
P149,H37
P279,H6
P279,H20
P278,H49
P268,H48
P191,H37
P190,H29
P152,H29
P282,H42
P283,H29
P328,H43
P329,H47
P337,H43
P336,H47
P246,H46
P75,H26
P160,H15
P160,H24
P260,H33
P261,H33
P250,H33
P69,H25
P87,H18
P86,H23
P141,H31
P140,H22
P162,H14
P162,H18
P163,H26
P270,H48
P271,H49
P202,H17
P327,H43
P326,H17
P63,H18
P28,H7
P28,H9
P284,H35
P285,H35
P136,H22
P85,H18
P324,H32
P325,H22
P257,H46
P215,H32
P340,H33
P341,H36
