parasite_leaf:,host_leaf
P64,H8
P64,H10
P718,H9
P718,H51
P1016,H80
P1017,H81
P1010,H50
P1010,H80
P1011,H81
P534,H44
P535,H44
P531,H44
P989,H29
P988,H59
P898,H59
P1028,H28
P1029,H72
P187,H29
P676,H18
P676,H27
P677,H27
P690,H46
P690,H52
P691,H61
P411,H53
P806,H70
P807,H71
P218,H10
P118,H17
P118,H19
P651,H55
P650,H38
P870,H74
P871,H75
P748,H52
P657,H59
P656,H39
P334,H11
P334,H25
P1054,H82
P1055,H83
P961,H61
P776,H56
P866,H74
P867,H75
P636,H41
P538,H34
P539,H34
P500,H7
P500,H21
P901,H14
P900,H72
P918,H78
P919,H79
P1039,H33
P1038,H6
P1022,H6
P497,H33
P490,H23
P490,H45
P629,H34
P628,H56
P943,H54
P942,H65
P740,H64
P665,H62
P1037,H6
P1036,H69
P782,H68
P517,H59
P471,H56
P868,H74
P869,H75
P706,H59
P778,H68
P779,H69
P994,H56
P995,H79
P682,H56
P536,H27
P537,H27
P641,H6
P640,H27
P352,H41
P926,H21
P927,H38
P875,H72
P1052,H82
P1053,H83
P673,H60
P611,H37
P611,H62
P446,H53
P447,H53
P416,H52
P403,H45
P820,H70
P821,H71
P980,H70
P981,H70
P823,H71
P59,H8
P59,H11
P114,H3
P114,H9
P1030,H76
P1031,H80
P948,H54
P566,H51
P1014,H80
P1015,H81
P669,H41
P57,H12
P57,H17
P872,H74
P873,H75
P856,H14
P231,H14
P42,H13
P42,H15
P498,H28
P499,H51
P173,H29
P966,H27
P967,H70
P794,H68
P795,H69
P645,H27
P575,H54
P527,H59
P481,H56
P401,H30
P401,H37
P952,H64
P953,H60
P729,H65
P800,H68
P801,H69
P762,H41
P1056,H82
P1057,H83
P1003,H59
P617,H62
P435,H28
P732,H64
P733,H65
P909,H73
P909,H79
P908,H78
P843,H72
P790,H68
P791,H69
P545,H34
P747,H14
P746,H10
P598,H59
P1058,H82
P1059,H83
P1024,H62
P896,H56
P540,H41
P541,H41
P1048,H82
P1049,H83
P619,H62
P620,H37
P620,H63
P621,H62
P1046,H82
P1047,H83
P615,H62
P701,H28
P700,H29
P993,H74
P992,H52
P965,H21
P964,H53
P357,H28
P884,H76
P885,H77
P757,H48
P757,H66
P950,H45
P951,H45
P816,H70
P817,H71
P569,H22
P569,H39
P568,H22
P568,H39
P495,H39
P399,H34
P256,H22
P256,H38
P336,H23
P336,H45
P337,H45
P306,H44
P1008,H80
P1009,H81
P391,H51
P346,H28
P225,H26
P225,H29
P175,H29
P155,H27
P506,H57
P506,H58
P977,H56
P976,H44
P974,H59
P698,H6
P699,H51
P558,H56
P725,H43
P725,H65
P956,H64
P957,H64
P269,H41
P654,H37
P654,H62
P655,H52
P1042,H82
P1043,H83
P330,H31
P330,H46
P331,H26
P331,H28
P925,H6
P924,H71
P934,H70
P935,H70
P265,H26
P265,H29
P99,H8
P99,H10
P970,H55
P971,H55
P626,H6
P97,H3
P97,H9
P954,H29
P955,H62
P190,H28
P775,H42
P775,H56
P774,H54
P685,H54
P675,H34
P423,H55
P235,H34
P876,H33
P877,H33
P150,H6
P652,H38
P653,H38
P503,H14
P263,H22
P263,H39
P922,H21
P923,H21
P643,H53
P771,H33
P770,H6
P131,H16
P131,H22
P426,H54
P427,H55
P648,H60
P649,H10
P859,H70
P858,H61
P1050,H82
P1051,H83
P623,H62
P712,H55
P713,H56
P570,H34
P830,H70
P831,H71
P766,H61
P588,H60
P355,H14
P1012,H80
P1013,H81
P432,H33
P914,H78
P915,H79
P849,H72
P916,H78
P917,H79
P851,H72
P744,H21
P745,H21
P582,H25
P582,H60
P583,H61
P912,H78
P913,H79
P847,H72
P862,H62
P863,H62
P95,H6
P893,H65
P892,H10
P972,H10
P973,H10
P1018,H80
P1019,H81
P1020,H80
P1021,H81
P385,H51
P61,H8
P61,H10
P7,H1
P7,H3
P182,H28
P183,H29
P163,H18
P163,H27
P788,H68
P789,H69
P543,H33
P720,H59
P721,H59
P940,H56
P941,H41
P930,H59
P931,H59
P658,H59
P982,H65
P983,H65
P991,H54
P990,H64
P796,H58
P796,H68
P797,H69
P475,H42
P475,H56
P736,H64
P737,H65
P605,H52
P370,H41
P371,H39
P255,H30
P255,H37
P222,H26
P222,H28
P185,H26
P185,H29
P979,H6
P978,H27
P717,H51
P178,H28
P179,H29
P159,H27
P512,H57
P512,H58
P513,H59
P670,H56
P671,H62
P758,H65
P759,H10
P726,H64
P277,H41
P363,H26
P363,H29
P1044,H82
P1045,H83
P613,H62
P555,H55
P554,H44
P804,H52
P805,H52
P634,H45
P406,H52
P407,H53
P814,H70
P815,H71
P445,H39
P81,H17
P81,H19
P962,H29
P963,H41
P939,H60
P176,H28
P157,H27
P638,H54
P639,H14
P425,H55
P798,H58
P798,H68
P799,H69
P666,H44
P441,H6
P860,H34
P861,H71
P358,H20
P358,H33
P947,H55
P946,H61
P592,H60
P1061,H65
P1060,H72
P936,H21
P122,H14
P372,H11
P372,H24
P906,H78
P907,H79
P841,H24
