parasite_leaf:,host_leaf
P24,H11
P24,H12
P144,H46
P144,H52
P145,H53
P107,H47
P256,H64
P257,H65
P193,H26
P193,H56
P247,H35
P247,H63
P340,H72
P341,H73
P342,H72
P343,H73
P249,H63
P394,H58
P395,H58
P199,H59
P164,H53
P165,H53
P384,H76
P385,H77
P452,H83
P453,H42
P428,H82
P409,H81
P310,H68
P301,H69
P258,H47
P451,H70
P451,H74
P450,H53
P160,H48
P371,H38
P370,H39
P440,H48
P441,H20
P445,H58
P444,H19
P358,H74
P359,H75
P325,H49
P325,H71
P213,H30
P308,H12
P308,H37
P309,H67
P365,H70
P365,H75
P364,H70
P364,H74
P335,H33
P468,H71
P469,H71
P46,H6
P46,H22
P277,H31
P277,H61
P276,H6
P276,H23
P115,H39
P485,H64
P484,H23
P464,H23
P465,H23
P481,H61
P480,H23
P294,H25
P294,H40
P426,H82
P427,H83
P407,H81
P183,H22
P183,H55
P182,H54
P420,H82
P421,H83
P401,H81
P315,H53
P314,H47
P51,H11
P51,H13
P449,H78
P448,H5
P455,H79
P454,H69
P306,H68
P292,H61
P234,H60
P418,H82
P419,H83
P399,H81
P72,H33
P92,H32
P92,H42
P217,H42
P216,H43
P141,H43
P176,H20
P177,H20
P331,H68
P330,H20
P422,H82
P423,H83
P403,H40
P403,H81
P194,H54
P476,H55
P477,H55
P286,H50
P286,H66
P287,H67
P137,H51
P486,H74
P487,H42
P471,H69
P439,H63
P372,H38
P351,H38
P226,H53
P388,H76
P389,H77
P446,H79
P447,H79
P392,H78
P83,H37
P154,H28
P154,H38
P155,H48
P272,H39
P273,H5
P174,H46
P174,H53
P175,H23
P466,H52
P466,H76
P467,H19
P387,H77
P109,H47
P168,H45
P168,H51
P169,H47
P284,H66
P285,H67
P153,H36
P153,H44
P152,H7
P152,H20
P290,H59
P291,H59
P492,H78
P493,H78
P442,H58
P338,H72
P339,H73
P245,H63
P111,H3
P111,H5
P459,H37
P458,H5
P414,H72
P415,H72
P494,H72
P495,H82
P483,H38
P460,H38
P461,H38
P437,H66
P434,H73
P253,H63
P299,H29
P299,H69
P298,H68
P489,H74
P488,H83
P430,H82
P411,H81
P317,H30
P275,H54
P274,H23
P186,H23
P265,H37
P264,H59
P368,H59
P369,H68
P391,H52
P391,H77
P390,H76
P360,H74
P361,H75
P362,H74
P363,H75
P327,H71
P204,H58
P376,H48
P377,H41
P270,H58
P288,H63
P289,H55
P209,H58
P203,H59
P475,H81
P474,H43
P382,H48
P379,H37
P378,H74
P357,H75
P323,H71
P490,H61
P491,H30
P230,H60
P232,H31
P232,H60
P241,H47
P240,H61
P280,H31
P280,H61
P281,H55
P478,H19
P479,H43
P228,H31
P228,H60
P262,H37
P263,H43
P236,H30
P35,H19
P58,H27
P58,H28
P302,H68
P303,H69
P462,H69
P463,H5
P355,H42
P381,H66
P380,H68
P189,H55
P255,H57
P255,H65
P254,H64
P337,H26
P337,H56
P336,H56
P432,H82
P433,H83
P413,H81
P353,H42
P416,H82
P417,H83
P397,H81
P89,H25
P89,H41
P87,H3
P87,H5
P472,H23
P473,H23
P167,H5
P180,H54
P181,H55
P321,H46
P321,H52
P320,H43
P266,H63
P347,H62
P347,H73
P346,H72
P313,H51
P424,H82
P425,H83
P405,H81
P125,H41
P456,H58
P457,H20
P197,H59
P375,H19
P374,H43
P238,H43
P348,H72
P349,H73
P318,H69
P296,H68
P90,H42
P63,H33
P41,H7
P41,H20
