parasite_leaf:,host_leaf
P2172,H29
P2173,H54
P2017,H27
P1157,H38
P728,H31
P490,H24
P490,H29
P425,H15
P758,H26
P758,H31
P1972,H7
P1973,H7
P607,H31
P1374,H22
P1375,H47
P1392,H39
P1393,H39
P1770,H44
P1771,H52
P1444,H38
P217,H14
P217,H25
P609,H17
P609,H19
P1785,H55
P1784,H27
P1725,H27
P2076,H15
P2077,H15
P864,H38
P865,H39
P339,H25
P2348,H58
P2349,H59
P1347,H47
P1648,H50
P1648,H52
P1649,H53
P1650,H52
P1651,H53
P2120,H51
P2121,H51
P2102,H55
P2103,H55
P1700,H54
P1433,H49
P1714,H7
P1715,H38
P1712,H41
P1345,H40
P1345,H47
P2346,H58
P2347,H59
P2058,H3
P2058,H27
P2059,H20
P1896,H36
P1757,H21
P1756,H41
P796,H36
P797,H37
P1953,H44
P1952,H32
P1939,H23
P1938,H41
P1824,H52
P1732,H31
P1616,H52
P1617,H53
P1477,H51
P513,H29
P1789,H44
P1788,H52
P1633,H53
P1493,H10
P1493,H51
P1048,H15
P975,H23
P1181,H39
P1180,H36
P1955,H51
P1954,H37
P1636,H52
P1637,H53
P1501,H51
P1143,H20
P854,H38
P855,H39
P328,H13
P328,H16
P473,H11
P473,H21
P1935,H39
P1934,H54
P1681,H48
P1681,H55
P1413,H49
P1473,H10
P1473,H51
P1613,H50
P1613,H53
P1612,H52
P271,H11
P271,H21
P357,H14
P357,H25
P499,H14
P499,H25
P1868,H52
P1869,H51
P1763,H19
P1615,H53
P1475,H51
P850,H38
P851,H39
P430,H29
P2162,H39
P2163,H39
P1739,H54
P840,H38
P2009,H52
P2008,H27
P1927,H22
P886,H25
P918,H36
P919,H36
P823,H37
P1862,H47
P1863,H47
P2330,H58
P2331,H59
P1023,H41
P2394,H58
P2395,H59
P2081,H53
P1317,H47
P1017,H41
P657,H33
P657,H34
P1891,H51
P1890,H37
P812,H36
P537,H32
P455,H31
P765,H26
P765,H31
P764,H18
P764,H22
P169,H23
P1572,H19
P1573,H19
P2168,H45
P2169,H54
P1250,H44
P2260,H56
P2261,H57
P2178,H21
P2179,H32
P1225,H43
P1225,H45
P1224,H44
P2240,H56
P2241,H57
P1403,H16
P1403,H49
P1672,H54
P1673,H55
