parasite_leaf:,host_leaf
P52,H5
P52,H16
P723,H36
P723,H52
P722,H36
P722,H53
P360,H25
P814,H12
P815,H12
P148,H24
P434,H40
P435,H41
P612,H50
P613,H51
P931,H41
P930,H54
P765,H55
P327,H35
P286,H17
P286,H20
P858,H58
P859,H59
P906,H60
P907,H61
P721,H52
P341,H37
P802,H21
P803,H21
P481,H32
P481,H43
P480,H42
P864,H58
P865,H59
P751,H45
P750,H11
P745,H11
P418,H11
P694,H21
P695,H9
P874,H58
P875,H59
P746,H21
P182,H5
P182,H16
P564,H21
P565,H33
P824,H16
P824,H56
P825,H57
P600,H40
P601,H49
P433,H41
P544,H39
P544,H46
P762,H54
P763,H55
P323,H35
P250,H17
P250,H20
P67,H21
P842,H56
P843,H57
P844,H56
P845,H57
P114,H4
P114,H19
P796,H42
P797,H42
P653,H35
P870,H58
P871,H59
P674,H43
P924,H33
P925,H33
P748,H45
P749,H48
P689,H45
P488,H44
P269,H31
P474,H42
P475,H43
P678,H25
P679,H42
P637,H33
P900,H33
P901,H40
P428,H40
P429,H41
P609,H46
P609,H51
P608,H50
P758,H54
P759,H55
P319,H35
P211,H24
P328,H9
P329,H9
P846,H56
P847,H57
P848,H56
P849,H57
P252,H29
P897,H59
P896,H44
P501,H45
P284,H28
P790,H49
P791,H49
P588,H48
P351,H29
P88,H17
P88,H20
P89,H9
P246,H24
P247,H29
P229,H21
P238,H28
P239,H29
P231,H22
P231,H29
P522,H28
P523,H35
P701,H51
P700,H49
P598,H48
P935,H21
P934,H33
P101,H15
P101,H23
P902,H60
P903,H61
P717,H52
P337,H37
P795,H21
P794,H12
P520,H12
P349,H28
P826,H56
P827,H57
P110,H15
P110,H23
P123,H7
P123,H9
P910,H60
P911,H61
P727,H52
P912,H60
P913,H61
P729,H52
P631,H21
P514,H19
P514,H25
P150,H24
P422,H40
P423,H41
P602,H50
P603,H51
P754,H54
P755,H55
P914,H60
P915,H61
P731,H52
P668,H35
P582,H27
P582,H48
P799,H51
P798,H49
P129,H17
P129,H20
P226,H19
P226,H24
P882,H24
P883,H45
P440,H38
P440,H40
P441,H41
P618,H46
P618,H50
P619,H51
P770,H54
P771,H55
P626,H50
P627,H51
P936,H55
P937,H12
P881,H52
P778,H54
P918,H60
P919,H61
P735,H52
P920,H60
P921,H61
P737,H52
P885,H11
P884,H35
P632,H45
P633,H43
P506,H44
P380,H26
P380,H35
P354,H33
P502,H44
P503,H45
P642,H29
P643,H35
P698,H31
P699,H9
P862,H58
P863,H59
P306,H31
P490,H44
P491,H45
P654,H40
P655,H48
P447,H41
P624,H50
P625,H51
P908,H60
P909,H61
P725,H52
P792,H55
P793,H12
P780,H54
P572,H25
P573,H41
P325,H35
P850,H56
P851,H57
P878,H58
P879,H59
P929,H59
P928,H57
P838,H56
P374,H29
P334,H8
P334,H11
P108,H17
P108,H20
P508,H30
P508,H44
P808,H45
P809,H54
P456,H31
P876,H58
P877,H59
P807,H55
P193,H13
P193,H27
P436,H40
P437,H41
P614,H50
P615,H51
P766,H54
P767,H55
P438,H40
P439,H41
P673,H31
P672,H50
P617,H51
P933,H52
P932,H50
P810,H54
P769,H55
P309,H35
P448,H40
P449,H41
P895,H41
P894,H50
P629,H51
P575,H23
P575,H33
P776,H54
P777,H55
P382,H21
P916,H60
P917,H61
P733,H52
P692,H9
P529,H42
P834,H56
P835,H57
P828,H56
P829,H57
P504,H44
P505,H45
P367,H12
P279,H31
P740,H45
P741,H45
P854,H44
P855,H44
P784,H54
P785,H55
P650,H31
P70,H17
P70,H20
P134,H17
P134,H21
P822,H56
P823,H57
P93,H4
P93,H18
P262,H5
P262,H16
P893,H58
P892,H56
P833,H57
P19,H3
P19,H5
P57,H4
P57,H18
P856,H58
P857,H59
P222,H25
P578,H43
P579,H35
P704,H42
P705,H42
P376,H31
P494,H44
P495,H45
P152,H24
P283,H18
P283,H31
P820,H45
P821,H43
P498,H44
P786,H54
P787,H55
P697,H9
P639,H25
P576,H40
P888,H40
P889,H54
P431,H38
P431,H41
P610,H50
P611,H51
P760,H54
P761,H55
P321,H35
P594,H48
P595,H49
P596,H27
P596,H48
P597,H49
P463,H41
P712,H22
P712,H28
P713,H41
P237,H29
P36,H7
P36,H9
P82,H10
P82,H14
P872,H58
P873,H59
P702,H44
P676,H40
P684,H41
P685,H41
P640,H46
P640,H50
P641,H31
P621,H51
P772,H54
P773,H55
P570,H31
P571,H31
P690,H44
P691,H49
P487,H45
P232,H28
P233,H29
P714,H21
P715,H43
P416,H21
P258,H28
P235,H29
P171,H7
P171,H9
P339,H14
P339,H37
P904,H60
P905,H61
P719,H52
P453,H23
P453,H33
P452,H11
P385,H37
P466,H42
P467,H43
P289,H23
P289,H33
P155,H17
P155,H20
P154,H17
P154,H21
P144,H7
P144,H9
P95,H6
P95,H12
P332,H26
P332,H35
P333,H35
P424,H38
P424,H40
P425,H41
P605,H46
P605,H51
P604,H50
P782,H54
P783,H55
P647,H43
P586,H48
P587,H49
P708,H43
P709,H11
P670,H43
P648,H41
P426,H40
P606,H50
P607,H51
P756,H54
P757,H55
P315,H26
P315,H35
P592,H48
P593,H49
P517,H9
P472,H42
P473,H43
P295,H33
P444,H40
P445,H41
P927,H21
P926,H50
P623,H51
P774,H54
P775,H55
P836,H56
P837,H57
P860,H58
P861,H59
P840,H56
P841,H57
P465,H35
P830,H56
P831,H57
P62,H8
P62,H11
P34,H6
P34,H13
P198,H13
P198,H26
P804,H48
P805,H49
P664,H48
P585,H27
P585,H49
P169,H11
P117,H15
P117,H23
P658,H45
P659,H45
P686,H44
P687,H35
P512,H44
P513,H45
P922,H60
P923,H61
P812,H28
P525,H31
P524,H29
P243,H22
P243,H29
P242,H28
P663,H6
P663,H12
P891,H51
P890,H12
P580,H21
P581,H21
P899,H57
P898,H12
P533,H9
P743,H52
P742,H37
P706,H44
P493,H45
P682,H31
P683,H28
P146,H9
P248,H13
P248,H27
P249,H22
P249,H29
P886,H19
P886,H24
P887,H24
P454,H21
P866,H58
P867,H59
P344,H21
P60,H6
P60,H13
P527,H28
P526,H42
P477,H43
P818,H33
P819,H33
P852,H43
P853,H50
P801,H43
P478,H42
P303,H33
P483,H32
P483,H43
P482,H42
P590,H48
P591,H49
P666,H33
P667,H48
P788,H54
P789,H55
P752,H42
P681,H31
P471,H43
P293,H33
P98,H15
P98,H22
P739,H25
P738,H12
P868,H58
P869,H59
