parasite_leaf:,host_leaf
P359,H26
P359,H34
P2322,H92
P2323,H93
P2217,H90
P1237,H70
P1193,H68
P1970,H70
P1971,H70
P2324,H92
P2325,H93
P2219,H90
P1356,H72
P1357,H73
P2494,H68
P2495,H76
P1640,H78
P1641,H79
P2388,H94
P2389,H95
P1728,H82
P1729,H83
P1731,H50
P1731,H83
P1730,H82
P1716,H82
P1717,H83
P1436,H74
P1437,H75
P2434,H59
P2435,H59
P344,H29
P344,H32
P2648,H70
P2649,H41
P1571,H48
P2310,H92
P2311,H93
P2205,H90
P1171,H68
P1644,H78
P1645,H79
P1493,H46
P2104,H40
P2104,H88
P2105,H89
P1891,H16
P647,H37
P647,H50
P276,H25
P955,H7
P955,H63
P954,H62
P1964,H25
P1965,H23
P1391,H12
P1391,H31
P2510,H96
P2511,H97
P2547,H45
P2546,H87
P2012,H86
P1675,H81
P2100,H88
P2101,H89
P1812,H81
P2014,H86
P2015,H87
P2070,H88
P2071,H89
P2061,H46
P2060,H41
P2024,H86
P2025,H87
P1800,H62
P983,H63
P1028,H24
P1028,H49
P2565,H74
P2564,H96
P2499,H97
P1012,H48
P1013,H45
P1850,H11
P1850,H56
P1851,H73
P817,H57
P1998,H62
P1999,H84
P975,H63
P154,H20
P154,H26
P2623,H25
P2622,H46
P517,H47
P2502,H96
P2503,H97
P2504,H96
P2505,H97
P2532,H96
P2533,H97
P2644,H45
P2645,H45
P1881,H83
P2010,H86
P2011,H87
P1673,H81
P937,H45
P384,H21
P384,H39
P385,H21
P385,H38
P1136,H66
P1137,H67
P549,H33
P549,H42
P1338,H72
P1339,H73
P990,H7
P990,H62
P991,H63
P915,H49
P1508,H76
P1509,H77
P1974,H74
P1975,H74
P1476,H75
P1434,H74
P837,H59
P2326,H92
P2327,H93
P2221,H90
P2468,H70
P2469,H70
P1997,H54
P1997,H68
P1996,H54
P1996,H68
P1582,H69
P1582,H71
P1583,H77
P1853,H25
P1852,H70
P2662,H90
P2663,H47
P2558,H68
P2133,H63
P1909,H77
P1893,H45
P2174,H79
P2175,H67
P1614,H78
P1702,H82
P1703,H83
P724,H51
P724,H54
P1616,H78
P1617,H79
P1144,H66
P1145,H67
P1927,H68
P1926,H67
P1840,H83
P1930,H82
P1931,H82
P2306,H82
P2307,H82
P2161,H82
P1739,H83
P2636,H70
P2637,H81
P2465,H87
P1401,H70
P1226,H69
P1226,H71
P1183,H68
P2154,H23
P2155,H23
P2402,H94
P2403,H94
P2397,H31
P2397,H95
P1618,H78
P1619,H79
P821,H44
P1896,H50
P1896,H82
P1897,H47
P1988,H83
P1989,H83
P547,H16
P496,H30
P496,H36
P2426,H42
P2427,H42
P1874,H76
P1824,H76
P2538,H96
P2539,H97
P2668,H25
P2669,H82
P1517,H77
P1259,H44
P1016,H27
P1016,H60
P1938,H16
P1939,H84
P2004,H86
P2005,H87
P1667,H81
P495,H23
P1985,H63
P1984,H66
P2052,H56
P2053,H65
P2640,H98
P2641,H98
P2597,H99
P410,H10
P410,H25
P2168,H75
P2169,H77
P2030,H79
P2300,H78
P2301,H78
P1624,H78
P1625,H79
P2338,H92
P2339,H93
P2233,H90
P1463,H64
P1732,H82
P1733,H83
P2180,H70
P2181,H70
P2176,H43
P2177,H43
P1831,H74
P1869,H35
P1869,H59
P1868,H59
P2562,H57
P2563,H67
P2120,H68
P1081,H25
P1233,H69
P1233,H70
P2318,H92
P2319,H93
P2213,H90
P1275,H25
P1274,H68
P1707,H50
P1707,H83
P1706,H82
P1708,H82
P1709,H83
P1626,H78
P1627,H79
P1005,H46
P2443,H32
P2443,H41
P2442,H93
P2312,H92
P2207,H90
P1219,H70
P1966,H68
P1967,H68
P2560,H68
P2561,H68
P1700,H82
P1701,H83
P320,H20
P320,H27
P576,H20
P576,H27
P1569,H7
P1569,H62
P1568,H62
P2037,H34
P2037,H76
P2036,H63
P219,H26
P219,H34
P218,H26
P218,H35
P1650,H78
P1651,H79
P1653,H55
