parasite_leaf:,host_leaf
P34,H6
P34,H8
P360,H72
P361,H73
P227,H59
P138,H6
P138,H9
P384,H74
P385,H36
P448,H75
P449,H30
P381,H9
P381,H75
P380,H74
P147,H34
P147,H46
P394,H76
P395,H77
P185,H49
P326,H35
P327,H56
P328,H63
P329,H50
P272,H62
P386,H56
P387,H36
P440,H80
P441,H81
P183,H31
P183,H36
P182,H42
P215,H45
P214,H43
P119,H2
P119,H5
P376,H74
P377,H75
P131,H29
P131,H38
P382,H74
P383,H75
P331,H62
P49,H21
P49,H24
P292,H64
P293,H65
P304,H25
P304,H50
P463,H40
P462,H50
P41,H19
P41,H20
P256,H18
P257,H18
P437,H39
P437,H81
P436,H80
P455,H54
P454,H71
P372,H18
P46,H11
P46,H18
P290,H44
P291,H44
P287,H44
P212,H44
P243,H41
P242,H45
P428,H35
P429,H35
P316,H37
P173,H33
P173,H48
P410,H78
P411,H79
P140,H45
P433,H70
P432,H53
P359,H68
P192,H52
P170,H44
P120,H22
P120,H40
P430,H41
P431,H18
P306,H41
P398,H76
P399,H77
P354,H54
P282,H49
P344,H70
P345,H71
P174,H46
P206,H56
P207,H57
P396,H76
P397,H77
P95,H35
P109,H29
P109,H39
P268,H62
P269,H63
P164,H34
P164,H46
P165,H46
P390,H76
P391,H77
P392,H76
P393,H77
P153,H46
P151,H46
P97,H35
P320,H57
P321,H43
P438,H80
P439,H81
P271,H38
P271,H63
P270,H62
P191,H24
P191,H53
P190,H52
P404,H42
P405,H37
P319,H42
P418,H78
P419,H79
P276,H38
P276,H62
P277,H63
P374,H73
P375,H73
P447,H74
P446,H72
P324,H69
P325,H69
P353,H46
P352,H68
P280,H46
P434,H80
P435,H81
P406,H54
P407,H71
P421,H5
P421,H79
P420,H78
P126,H42
P127,H43
P219,H33
P219,H48
P348,H64
P349,H64
P459,H35
P458,H59
P425,H56
P424,H65
P285,H18
P308,H40
P309,H40
P444,H78
P445,H60
P413,H79
P211,H52
P36,H2
P36,H5
P32,H14
P32,H16
P310,H68
P311,H69
P157,H49
P274,H62
P275,H63
P208,H54
P296,H64
P297,H65
P302,H66
P303,H67
P466,H76
P467,H59
P401,H77
P356,H60
P314,H17
P314,H57
P315,H56
P450,H56
P451,H65
P442,H41
P443,H41
P332,H18
P241,H59
P340,H70
P341,H71
P342,H15
P342,H70
P343,H71
P350,H43
P351,H53
P254,H45
P338,H70
P339,H71
P465,H76
P464,H70
P460,H71
P336,H70
P334,H70
P335,H71
P23,H13
P23,H15
P22,H10
P22,H12
P43,H19
P43,H20
P186,H24
P186,H52
P453,H65
P452,H53
P189,H24
P189,H53
P188,H52
P101,H31
P101,H37
P100,H36
P87,H26
P87,H30
P90,H16
P90,H33
P236,H55
P236,H61
P237,H60
P422,H78
P423,H79
P402,H37
P300,H54
P123,H30
P260,H13
P260,H15
P261,H50
P366,H72
P367,H73
P457,H36
P456,H59
P388,H59
P414,H78
P415,H79
P416,H78
P417,H79
P238,H50
P294,H51
P294,H64
P295,H51
P295,H65
P362,H72
P363,H73
P229,H59
P265,H54
P264,H59
P247,H44
P364,H58
P364,H72
P365,H73
P259,H22
P259,H40
P368,H72
P369,H73
P233,H59
P195,H35
P427,H43
P426,H36
P408,H78
P409,H79
P169,H11
P169,H18
P176,H18
P177,H18
