parasite_leaf:,host_leaf
P76,H14
P76,H17
P77,H16
P1774,H24
P1775,H50
P412,H26
P533,H15
P533,H27
P2080,H27
P2081,H68
P1426,H72
P1427,H73
P1090,H20
P1090,H62
P1091,H63
P574,H38
P574,H42
P575,H43
P1844,H44
P1845,H44
P2173,H30
P2172,H50
P2006,H71
P2007,H78
P2159,H18
P2159,H24
P2158,H70
P2023,H13
P2022,H44
P1317,H44
P37,H9
P37,H11
P338,H12
P338,H19
P2242,H19
P2243,H52
P581,H38
P581,H43
P580,H42
P763,H45
P763,H50
P1382,H70
P1383,H71
P643,H44
P86,H13
P104,H10
P104,H12
P1839,H52
P1838,H72
P1449,H73
P1359,H35
P1334,H41
P509,H19
P868,H54
P869,H55
P1514,H67
P1515,H67
P1636,H74
P1637,H55
P1565,H75
P1566,H74
P1567,H75
P1219,H67
P2248,H59
P2249,H28
P2119,H49
P2118,H83
P1992,H82
P1901,H80
P1994,H82
P1995,H83
P1903,H80
P1748,H25
P1748,H30
P120,H14
P120,H16
P396,H7
P396,H34
P1574,H74
P1575,H75
P1231,H67
P2182,H75
P2183,H53
P1576,H74
P1628,H67
P1629,H67
P1144,H27
P359,H35
P1373,H20
P1373,H63
P1695,H75
P1694,H43
P1299,H7
P1299,H34
P576,H42
P756,H45
P756,H51
P2244,H50
P2245,H49
P2084,H50
P1137,H48
P1137,H52
P1136,H39
P1136,H44
P1652,H76
P1653,H77
P1095,H63
P2188,H86
P2189,H87
P1707,H78
P2110,H64
P2111,H64
P1234,H16
P1036,H16
P864,H40
P864,H54
P1466,H55
P1467,H53
P1988,H82
P1989,H83
P1897,H80
P1685,H71
P1061,H54
P1060,H55
P874,H54
P1310,H55
P1311,H65
P1259,H41
P1023,H50
P876,H54
P489,H41
P1552,H74
P1553,H75
P1205,H67
P957,H59
P1257,H60
P1256,H26
P2212,H86
P2213,H87
P2214,H86
P2215,H87
P2210,H86
P2211,H87
P1717,H78
P1948,H59
P1949,H55
P2044,H84
P2045,H85
P1440,H72
P1441,H73
P1236,H67
P1237,H30
P1906,H74
P1907,H74
P1571,H75
P1155,H30
P1858,H61
P1859,H61
P1004,H60
P2064,H84
P2065,H85
P2113,H67
P2112,H73
P2068,H84
P2069,H85
P2070,H84
P2071,H85
P1006,H60
P1007,H61
P2030,H84
P2031,H85
P551,H13
P1084,H30
P1085,H55
P1813,H74
P1812,H24
P1297,H26
P694,H24
P820,H18
P820,H24
P1276,H68
P1277,H69
P248,H19
P1245,H42
P1244,H16
P798,H19
P1463,H58
P1463,H66
P1462,H13
P2054,H84
P2055,H85
P2056,H84
P2057,H85
