parasite_leaf:,host_leaf
P49,H19
P49,H21
P1064,H86
P1065,H87
P445,H32
P670,H18
P670,H30
P1126,H87
P1127,H87
P1076,H86
P224,H34
P974,H48
P975,H51
P776,H48
P765,H48
P964,H48
P965,H71
P829,H48
P1008,H48
P1009,H72
P898,H48
P637,H16
P1150,H49
P1151,H87
P1011,H77
P116,H30
P117,H30
P99,H18
P99,H31
P1044,H84
P1045,H85
P1106,H88
P1107,H89
P921,H80
P779,H35
P364,H51
P652,H68
P653,H69
P1142,H66
P1143,H62
P1152,H16
P1153,H16
P229,H15
P229,H16
P1080,H86
P1081,H87
P839,H47
P888,H78
P889,H79
P861,H61
P861,H77
P1036,H82
P1036,H84
P1037,H85
P1098,H88
P1099,H89
P960,H80
P961,H53
P465,H49
P289,H41
P289,H47
P724,H40
P724,H60
P725,H49
P878,H78
P879,H79
P851,H77
P403,H49
P411,H22
P411,H36
P410,H49
P407,H36
P338,H48
P1030,H84
P1031,H85
P1094,H88
P1095,H89
P907,H80
P291,H41
P291,H47
P533,H40
P533,H60
P1001,H32
P1000,H78
P891,H79
P999,H48
P998,H77
P733,H21
P510,H45
P511,H47
P785,H28
P784,H74
P759,H75
P714,H44
P1004,H36
P1005,H12
P1119,H33
P1118,H63
P157,H15
P157,H16
P156,H32
P953,H44
P952,H47
P421,H12
P276,H41
P276,H46
P526,H40
P526,H61
P527,H60
P887,H76
P887,H79
P886,H78
P859,H77
P1136,H21
P1137,H78
P535,H60
P872,H78
P873,H79
P845,H77
P537,H60
P274,H41
P274,H46
P808,H48
P809,H48
P448,H47
P61,H13
P61,H23
P271,H37
P271,H45
P378,H37
P378,H44
P379,H21
P391,H44
P390,H36
P377,H20
P377,H48
P1022,H18
P1022,H30
P1023,H63
P1054,H44
P1055,H35
P1082,H86
P1083,H87
P259,H45
P127,H14
P127,H35
P250,H17
P250,H42
P1053,H47
P1052,H28
P504,H43
P433,H15
P433,H16
P432,H28
P186,H34
P1122,H84
P1123,H84
P1121,H45
P1033,H85
P1096,H88
P1097,H89
P909,H80
P1112,H88
P1113,H89
P1133,H84
P1132,H43
P1144,H85
P1145,H85
P1034,H84
P911,H80
P283,H41
P283,H47
P1056,H60
P1057,H66
P806,H40
P806,H60
P882,H78
P883,H79
P855,H77
P548,H21
P549,H45
P894,H78
P895,H68
P881,H79
P853,H77
P545,H60
P662,H68
P663,H69
P607,H66
P507,H28
P840,H38
P840,H51
P841,H72
P892,H78
P893,H79
P865,H77
P901,H30
P900,H70
P1114,H88
P1115,H89
P976,H71
P688,H70
