parasite_leaf:,host_leaf
P8,H5
P8,H6
P631,H36
P630,H37
P437,H37
P364,H37
P757,H60
P757,H74
P756,H62
P612,H7
P612,H36
P613,H49
P41,H12
P41,H18
P608,H74
P609,H75
P459,H39
P448,H54
P256,H23
P452,H58
P453,H30
P337,H52
P572,H72
P573,H73
P510,H59
P623,H10
P623,H62
P622,H54
P556,H72
P557,H73
P640,H76
P641,H77
P193,H19
P193,H52
P145,H8
P145,H24
P71,H8
P71,H25
P70,H24
P25,H4
P25,H13
P312,H40
P312,H60
P888,H61
P889,H50
P131,H41
P93,H13
P93,H32
P793,H72
P792,H24
P324,H52
P560,H72
P561,H73
P562,H72
P563,H73
P706,H64
P706,H76
P707,H78
P643,H77
P443,H23
P442,H18
P43,H5
P43,H7
P772,H82
P773,H83
P828,H82
P829,H82
P775,H83
P812,H78
P813,H50
P663,H79
P235,H57
P576,H72
P577,H73
P768,H82
P769,H83
P875,H59
P874,H47
P735,H27
P734,H77
P723,H59
P742,H76
P743,H59
P624,H39
P625,H48
P760,H35
P761,H54
P263,H37
P159,H8
P159,H24
P853,H52
P852,H24
P551,H24
P506,H24
P507,H24
P788,H23
P789,H24
P55,H3
P55,H8
P280,H8
P280,H24
P281,H41
P73,H8
P73,H25
P85,H17
P85,H23
P846,H23
P847,H77
P555,H25
P271,H23
P858,H69
P859,H49
P803,H54
P704,H35
P842,H57
P843,H27
P189,H8
P189,H24
P628,H59
P629,H29
P541,H25
P770,H82
P771,H83
P427,H19
P427,H52
P633,H52
P632,H58
P477,H56
P477,H71
P744,H79
P745,H24
P668,H78
P241,H38
P241,H57
P785,H47
P784,H30
P493,H50
P730,H38
P730,H57
P731,H57
P490,H56
P490,H71
P491,H7
P491,H36
P724,H79
P725,H41
P664,H70
P664,H78
P121,H34
P121,H39
P522,H63
P523,H63
P405,H33
P405,H41
P330,H62
P228,H27
P198,H35
P231,H48
P230,H24
P217,H42
P217,H49
P762,H27
P763,H27
P532,H27
P806,H76
P807,H81
P871,H73
P870,H77
P634,H57
P759,H78
P758,H52
P710,H72
P569,H73
P456,H69
P617,H39
P616,H63
P538,H68
P890,H76
P891,H25
P860,H39
P546,H69
P547,H27
P441,H50
P719,H79
P718,H69
P374,H26
P374,H68
P377,H26
P377,H69
P552,H68
P553,H68
P494,H26
P494,H68
P267,H41
P321,H41
P320,H54
P219,H55
P251,H33
P251,H41
P250,H41
P173,H18
P621,H8
P621,H24
P620,H23
P386,H61
P804,H74
P805,H74
P601,H75
P739,H61
P738,H81
P688,H80
P390,H18
P391,H46
P598,H41
P599,H41
P343,H46
P536,H67
P537,H67
P394,H35
P786,H41
P787,H59
P791,H65
P791,H73
P790,H68
P433,H41
P316,H40
P316,H60
P317,H61
P97,H13
P97,H32
P378,H26
P378,H68
P584,H69
P585,H63
P304,H23
P371,H26
P371,H69
P898,H69
P899,H69
P834,H68
P248,H30
P152,H39
P247,H38
P247,H57
P487,H56
P487,H71
P486,H56
P486,H70
P825,H49
P824,H30
P215,H45
P215,H47
P736,H17
P736,H23
P737,H47
P574,H65
P574,H72
P575,H73
P808,H74
P809,H74
P611,H75
P654,H76
P655,H77
P832,H76
P833,H61
P856,H77
P857,H50
P700,H80
P701,H81
P226,H35
P715,H17
P715,H23
P714,H23
P423,H45
P423,H47
P422,H47
P712,H49
P713,H30
P184,H42
P184,H48
P726,H36
P727,H52
P525,H36
P323,H61
P322,H59
P867,H77
P866,H58
P181,H34
P181,H38
P817,H82
P816,H29
P499,H29
P741,H78
P740,H47
P534,H47
P306,H47
P160,H46
P614,H50
P615,H30
P783,H27
P782,H50
P811,H23
P810,H76
P753,H68
P649,H77
P693,H32
P693,H81
P864,H80
P865,H25
P409,H25
P328,H62
P329,H63
P455,H43
P455,H58
P454,H58
P297,H59
P596,H66
P597,H66
P545,H63
P363,H67
P849,H46
P848,H30
P206,H9
P206,H10
P207,H41
P31,H3
P31,H8
P67,H8
P67,H25
P66,H8
P66,H24
P851,H35
P850,H75
P602,H74
P747,H72
P746,H61
P822,H57
P823,H46
P904,H72
P905,H72
P565,H73
P566,H72
P567,H73
P658,H76
P659,H77
P619,H45
P619,H46
P485,H56
P485,H71
P880,H78
P881,H36
P679,H79
P637,H62
P341,H47
P686,H79
P687,H47
P670,H78
P766,H82
P767,H83
P416,H39
P417,H35
P855,H48
P854,H54
P464,H35
P682,H22
P682,H35
P876,H39
P877,H30
P885,H67
P884,H25
P826,H25
P729,H37
P171,H34
P171,H39
P684,H39
P685,H54
P393,H39
P862,H78
P863,H78
P673,H79
P778,H82
P779,H83
P751,H35
P796,H82
P797,H80
P777,H83
P674,H70
P674,H78
P675,H79
P882,H78
P883,H78
P677,H79
P483,H56
P483,H71
P462,H51
P462,H66
P463,H40
P463,H60
P708,H57
P709,H52
P109,H22
P109,H35
P489,H57
P488,H24
P69,H8
P69,H25
P338,H37
P339,H37
P590,H36
P591,H49
P302,H49
P303,H25
P780,H36
P781,H59
P716,H69
P896,H69
P897,H69
P558,H72
P559,H73
P644,H76
P645,H77
P570,H72
P571,H73
P819,H58
P818,H25
P403,H59
P202,H48
P179,H34
P179,H39
P838,H58
P839,H58
P293,H59
P720,H58
P721,H58
P794,H30
P795,H30
P694,H80
P695,H81
P412,H37
P814,H36
P815,H58
P588,H68
P589,H73
P840,H23
P841,H52
P626,H59
P424,H69
P425,H69
P77,H12
P77,H19
P352,H53
P352,H65
P353,H53
P353,H64
P754,H81
P755,H46
P696,H80
P415,H59
P892,H82
P893,H23
P836,H80
P878,H81
P879,H25
P469,H8
P469,H25
P578,H65
P578,H72
P579,H73
P580,H72
P581,H73
P582,H72
P583,H73
P529,H59
P431,H58
P799,H73
P798,H76
P639,H77
P191,H52
P439,H26
P439,H68
P886,H74
P887,H74
P605,H75
P380,H53
P380,H65
P650,H76
P651,H77
P748,H77
P749,H59
P652,H76
P869,H62
P868,H25
P543,H66
P873,H36
P872,H76
P830,H82
P800,H39
P680,H39
P429,H34
P429,H39
P519,H52
P518,H18
P900,H27
P901,H18
P895,H27
P225,H50
P332,H10
P332,H62
P333,H63
P732,H61
P733,H63
P388,H33
P388,H41
P606,H60
P606,H74
P607,H75
P447,H48
P845,H38
P845,H57
P903,H72
P902,H61
P666,H78
P667,H79
P820,H82
P821,H37
P765,H83
P245,H38
P245,H57
P298,H58
P299,H59
P690,H80
P691,H81
