71	72
71	73
73	74
73	75
74	76
74	77
72	56
72	78
78	57
78	79
79	80
79	81
76	82
76	83
83	84
83	85
81	86
81	58
82	87
82	59
87	88
87	60
77	89
77	90
86	91
86	92
85	93
85	1
80	94
80	95
95	61
95	96
93	97
93	98
89	99
89	100
97	101
97	102
90	103
90	104
88	105
88	106
99	107
99	2
91	108
91	109
100	110
100	62
94	3
94	111
103	112
103	63
98	113
98	64
112	4
112	114
105	115
105	116
102	117
102	5
92	65
92	118
104	119
104	6
116	120
116	121
119	122
119	123
106	7
106	8
108	9
108	124
113	66
113	10
115	11
115	125
114	126
114	12
111	13
111	14
84	15
84	16
117	127
117	128
121	129
121	17
125	130
125	18
118	19
118	20
109	67
109	21
124	22
124	23
96	68
96	131
120	24
120	25
75	132
75	69
110	133
110	26
127	134
127	27
130	135
130	28
132	29
132	30
107	136
107	70
134	31
134	32
131	137
131	33
137	34
137	35
133	36
133	37
129	38
129	39
122	40
122	41
136	138
136	42
126	43
126	44
135	45
135	46
123	47
123	48
128	139
128	49
101	50
101	51
139	52
139	53
138	54
138	55
