"symbiont","host"
"S5","H44"
"S18","H11"
"S19","H24"
"S21","H23"
"S24","H27"
"S26","H29"
"S28","H31"
"S30","H34"
"S32","H37"
"S35","H40"
"S36","H43"
"S38","H67"
"S39","H29"
"S40","H29"
"S46","H42"
"S46","H49"
"S47","H50"
"S48","H39"
"S49","H39"
"S50","H52"
"S51","H51"
"S52","H53"
"S53","H62"
"S54","H54"
"S55","H55"
"S56","H56"
"S57","H57"
"S58","H57"
"S59","H71"
"S60","H58"
"S61","H59"
"S62","H60"
"S63","H61"
"S64","H63"
"S66","H52"
"S67","H52"
"S68","H65"
"S69","H67"
"S70","H68"
"S71","H42"
"S72","H42"
"S73","H71"
"S74","H47"
"S75","H47"
"S76","H4"
"S76","H51"
"S77","H4"
"S77","H51"
"S78","H72"
"S79","H73"
"S80","H66"
"S81","H66"
"S82","H74"
"S84","H78"
"S85","H79"
"S86","H80"
