"symbiont","host"
"S10","H28"
"S22","H30"
"S23","H31"
"S24","H32"
"S25","H36"
"S26","H34"
"S27","H35"
"S29","H38"
"S30","H51"
"S31","H43"
"S33","H45"
"S34","H46"
"S35","H48"
"S36","H42"
"S37","H55"
"S38","H53"
"S39","H53"
"S40","H55"
"S41","H56"
"S42","H56"
"S43","H56"
"S44","H47"
"S44","H57"
"S45","H58"
"S46","H54"
"S46","H59"
"S46","H64"
"S47","H33"
"S47","H60"
"S48","H61"
"S49","H36"
"S50","H36"
"S51","H62"
"S52","H42"
"S53","H42"
"S54","H54"
"S54","H64"
"S55","H27"
"S55","H65"
"S56","H63"
"S57","H63"
