"symbiont","host"
"S3","H8"
"S5","H30"
"S5","H32"
"S7","H20"
"S13","H12"
"S15","H51"
"S15","H52"
"S19","H31"
"S20","H30"
"S21","H23"
"S22","H16"
"S22","H34"
"S25","H23"
"S26","H23"
"S27","H25"
"S28","H16"
"S30","H28"
"S31","H31"
"S32","H30"
"S34","H30"
"S34","H33"
"S36","H36"
"S37","H30"
"S39","H13"
"S39","H34"
"S40","H35"
"S41","H36"
"S42","H37"
"S43","H30"
"S43","H32"
"S44","H30"
"S44","H32"
"S46","H39"
"S47","H40"
"S48","H29"
"S50","H21"
"S51","H21"
"S52","H31"
"S53","H31"
"S54","H41"
"S55","H42"
"S56","H46"
"S57","H45"
"S58","H45"
"S59","H49"
"S60","H50"
