"symbiont","host"
"S16","H10"
"S19","H17"
"S23","H39"
"S26","H27"
"S29","H65"
"S30","H64"
"S33","H31"
"S34","H32"
"S36","H35"
"S36","H36"
"S37","H18"
"S38","H18"
"S39","H37"
"S40","H52"
"S41","H38"
"S42","H40"
"S44","H42"
"S45","H54"
"S46","H44"
"S50","H46"
"S51","H44"
"S52","H44"
"S53","H50"
"S54","H53"
"S55","H54"
"S56","H39"
"S57","H39"
"S58","H65"
"S59","H43"
"S61","H30"
"S61","H56"
"S61","H57"
"S62","H55"
"S63","H58"
"S64","H59"
"S65","H60"
"S66","H61"
"S67","H62"
"S67","H63"
"S68","H64"
"S69","H65"
"S70","H66"
"S71","H67"
"S72","H49"
"S73","H49"
