"symbiont","host"
"S12","H16"
"S19","H16"
"S21","H64"
"S21","H65"
"S28","H25"
"S29","H25"
"S30","H25"
"S35","H13"
"S35","H32"
"S36","H34"
"S38","H33"
"S38","H40"
"S39","H62"
"S40","H62"
"S41","H18"
"S41","H41"
"S42","H68"
"S42","H69"
"S43","H44"
"S44","H24"
"S45","H24"
"S46","H45"
"S48","H47"
"S49","H49"
"S50","H50"
"S51","H51"
"S52","H13"
"S52","H52"
"S53","H53"
"S55","H54"
"S56","H54"
"S57","H55"
"S58","H56"
"S59","H57"
"S60","H57"
"S61","H43"
"S62","H43"
"S63","H59"
"S64","H48"
"S64","H58"
"S65","H48"
"S65","H58"
"S66","H66"
"S67","H67"
