"symbiont","host"
"S9","H11"
"S10","H11"
"S10","H21"
"S11","H44"
"S11","H45"
"S12","H7"
"S13","H21"
"S13","H22"
"S14","H7"
"S16","H23"
"S17","H31"
"S19","H17"
"S19","H22"
"S20","H24"
"S21","H25"
"S22","H26"
"S24","H28"
"S25","H27"
"S25","H54"
"S25","H55"
"S26","H7"
"S27","H7"
"S29","H31"
"S30","H32"
"S31","H33"
"S32","H34"
"S33","H14"
"S33","H15"
"S34","H14"
"S34","H15"
"S35","H12"
"S36","H12"
"S37","H41"
"S39","H43"
"S40","H48"
"S41","H46"
"S42","H35"
"S42","H47"
"S43","H40"
"S45","H48"
"S46","H50"
"S47","H51"
"S48","H30"
"S48","H52"
"S49","H53"
"S50","H25"
"S51","H25"
"S52","H25"
"S53","H49"
"S54","H49"
"S55","H56"
"S56","H57"
