"symbiont","host"
"S10","H17"
"S19","H16"
"S22","H16"
"S24","H17"
"S30","H8"
"S31","H8"
"S32","H20"
"S33","H31"
"S34","H33"
"S36","H100"
"S37","H97"
"S38","H64"
"S38","H65"
"S40","H36"
"S40","H89"
"S40","H90"
"S41","H64"
"S41","H65"
"S43","H38"
"S44","H39"
"S45","H40"
"S47","H45"
"S48","H46"
"S50","H49"
"S52","H53"
"S55","H64"
"S55","H65"
"S56","H65"
"S58","H56"
"S59","H57"
"S60","H58"
"S61","H59"
"S62","H37"
"S63","H37"
"S65","H8"
"S66","H60"
"S67","H61"
"S68","H63"
"S69","H66"
"S71","H30"
"S71","H32"
"S72","H30"
"S72","H32"
"S73","H62"
"S74","H62"
"S75","H68"
"S78","H71"
"S79","H72"
"S80","H73"
"S81","H74"
"S82","H75"
"S83","H76"
"S84","H79"
"S84","H80"
"S85","H47"
"S86","H47"
"S87","H20"
"S88","H20"
"S89","H81"
"S90","H82"
"S91","H35"
"S92","H35"
"S93","H83"
"S94","H84"
"S95","H85"
"S96","H86"
"S97","H87"
"S98","H88"
"S100","H99"
"S101","H100"
"S102","H95"
"S103","H95"
"S104","H101"
"S105","H102"
"S106","H12"
"S106","H91"
"S106","H92"
"S107","H12"
"S107","H91"
"S107","H92"
