"symbiont","host"
"S10","H66"
"S10","H67"
"S12","H15"
"S21","H19"
"S22","H37"
"S24","H39"
"S27","H23"
"S30","H24"
"S31","H24"
"S32","H12"
"S32","H34"
"S33","H27"
"S35","H31"
"S36","H32"
"S37","H33"
"S40","H12"
"S40","H34"
"S42","H37"
"S44","H28"
"S45","H28"
"S47","H12"
"S47","H34"
"S48","H12"
"S48","H34"
"S51","H39"
"S52","H40"
"S54","H43"
"S55","H39"
"S56","H39"
"S57","H56"
"S58","H56"
"S59","H44"
"S60","H29"
"S61","H29"
"S62","H45"
"S62","H64"
"S63","H46"
"S64","H47"
"S65","H49"
"S67","H8"
"S68","H50"
"S69","H51"
"S70","H54"
"S72","H13"
"S73","H13"
"S74","H65"
"S75","H65"
"S76","H62"
"S76","H63"
"S77","H60"
"S78","H50"
"S79","H50"
"S80","H65"
"S81","H64"
"S82","H26"
"S82","H64"
"S83","H65"
"S84","H48"
"S85","H48"
