"symbiont","host"
"S1","H23"
"S5","H40"
"S5","H41"
"S11","H12"
"S11","H22"
"S14","H15"
"S18","H12"
"S18","H22"
"S19","H20"
"S19","H27"
"S21","H25"
"S22","H12"
"S22","H29"
"S25","H20"
"S25","H28"
"S26","H52"
"S30","H34"
"S31","H29"
"S34","H32"
"S35","H38"
"S36","H38"
"S38","H42"
"S40","H44"
"S41","H60"
"S42","H45"
"S43","H46"
"S44","H61"
"S46","H12"
"S46","H26"
"S47","H49"
"S48","H58"
"S49","H58"
"S50","H50"
"S51","H54"
"S53","H31"
"S54","H31"
"S55","H51"
"S56","H51"
"S57","H58"
"S58","H29"
"S59","H29"
"S60","H63"
"S61","H64"
"S63","H21"
"S64","H67"
"S65","H21"
"S66","H21"
"S67","H68"
"S68","H69"
"S69","H70"
"S70","H18"
"S71","H18"
"S72","H66"
"S73","H66"
"S74","H71"
"S75","H72"
