"symbiont","host"
"S6","H16"
"S6","H20"
"S6","H54"
"S7","H51"
"S10","H46"
"S15","H24"
"S18","H28"
"S19","H41"
"S19","H42"
"S21","H22"
"S22","H22"
"S24","H34"
"S25","H35"
"S26","H36"
"S27","H26"
"S30","H38"
"S31","H39"
"S32","H40"
"S33","H21"
"S33","H43"
"S35","H35"
"S36","H35"
"S37","H26"
"S38","H33"
"S39","H33"
"S40","H47"
"S42","H32"
"S42","H52"
"S43","H45"
"S43","H46"
"S44","H45"
"S44","H46"
"S45","H53"
"S46","H20"
"S46","H54"
"S47","H31"
"S47","H51"
"S48","H31"
"S48","H51"
"S49","H26"
"S50","H26"
