"symbiont","host"
"S6","H47"
"S8","H4"
"S10","H10"
"S13","H13"
"S14","H15"
"S16","H18"
"S17","H19"
"S18","H9"
"S19","H12"
"S20","H16"
"S21","H16"
"S24","H12"
"S25","H21"
"S26","H21"
"S30","H12"
"S31","H12"
"S32","H14"
"S32","H30"
"S34","H36"
"S35","H14"
"S35","H30"
"S37","H32"
"S40","H24"
"S41","H35"
"S42","H46"
"S43","H46"
"S44","H48"
"S45","H57"
"S46","H36"
"S47","H14"
"S47","H37"
"S48","H40"
"S49","H41"
"S50","H42"
"S51","H43"
"S52","H44"
"S53","H24"
"S53","H45"
"S54","H46"
"S55","H47"
"S56","H24"
"S57","H24"
"S58","H48"
"S59","H49"
"S60","H50"
"S61","H51"
"S62","H38"
"S62","H39"
"S63","H38"
"S63","H39"
"S64","H54"
"S65","H55"
"S66","H26"
"S67","H26"
"S68","H56"
"S69","H57"
