"symbiont","host"
"S13","H21"
"S13","H22"
"S16","H16"
"S17","H25"
"S19","H18"
"S20","H20"
"S21","H3"
"S22","H30"
"S23","H29"
"S23","H31"
"S27","H14"
"S30","H54"
"S31","H14"
"S33","H18"
"S34","H13"
"S35","H13"
"S37","H33"
"S38","H43"
"S39","H34"
"S41","H36"
"S43","H39"
"S46","H39"
"S47","H39"
"S48","H39"
"S49","H18"
"S50","H18"
"S51","H41"
"S51","H44"
"S52","H40"
"S52","H45"
"S53","H15"
"S54","H15"
"S55","H27"
"S56","H27"
"S57","H50"
"S58","H51"
"S59","H52"
"S60","H53"
"S61","H41"
"S61","H45"
"S62","H41"
"S62","H45"
"S63","H54"
"S64","H55"
