"symbiont","host"
"S11","H7"
"S11","H8"
"S16","H28"
"S16","H29"
"S19","H20"
"S22","H9"
"S23","H9"
"S27","H26"
"S28","H38"
"S28","H39"
"S29","H25"
"S32","H51"
"S33","H52"
"S34","H25"
"S35","H9"
"S36","H9"
"S37","H32"
"S38","H33"
"S39","H31"
"S40","H31"
"S42","H34"
"S43","H47"
"S43","H48"
"S44","H36"
"S45","H43"
"S45","H44"
"S46","H30"
"S46","H37"
"S47","H36"
"S48","H36"
"S49","H25"
"S50","H25"
"S51","H40"
"S52","H41"
"S53","H16"
"S53","H45"
"S54","H13"
"S54","H46"
"S55","H49"
"S56","H42"
"S56","H50"
"S57","H51"
"S58","H52"
