"symbiont","host"
"S4","H53"
"S5","H53"
"S16","H65"
"S19","H17"
"S21","H18"
"S22","H62"
"S22","H79"
"S22","H80"
"S23","H21"
"S24","H24"
"S26","H30"
"S29","H35"
"S30","H60"
"S31","H41"
"S32","H56"
"S33","H42"
"S34","H37"
"S35","H37"
"S37","H43"
"S38","H44"
"S41","H50"
"S43","H47"
"S44","H53"
"S45","H54"
"S46","H47"
"S47","H38"
"S48","H38"
"S50","H39"
"S51","H61"
"S52","H55"
"S52","H64"
"S52","H65"
"S53","H63"
"S54","H58"
"S55","H58"
"S56","H66"
"S57","H31"
"S57","H72"
"S58","H73"
"S59","H78"
"S60","H76"
"S61","H47"
"S62","H47"
"S63","H77"
"S64","H78"
"S65","H67"
"S66","H67"
"S67","H46"
"S68","H46"
