"symbiont","host"
"S34","H10"
"S34","H14"
"S48","H13"
"S48","H15"
"S48","H29"
"S48","H30"
"S49","H10"
"S51","H13"
"S51","H15"
"S53","H17"
"S53","H19"
"S54","H11"
"S54","H16"
"S54","H24"
"S55","H9"
"S56","H14"
"S57","H9"
"S58","H9"
"S59","H10"
"S59","H13"
"S59","H14"
"S61","H20"
"S61","H28"
"S62","H9"
"S63","H9"
"S64","H10"
"S65","H10"
"S66","H9"
"S66","H10"
"S67","H9"
"S68","H10"
"S69","H10"
"S70","H9"
"S71","H9"
"S71","H10"
"S72","H9"
"S72","H10"
"S73","H9"
"S73","H10"
"S74","H9"
"S74","H10"
"S74","H31"
"S74","H32"
"S75","H10"
"S75","H29"
"S75","H30"
"S76","H9"
"S77","H10"
"S78","H9"
"S78","H31"
"S78","H32"
"S79","H9"
"S79","H31"
"S81","H10"
"S82","H10"
"S82","H30"
"S83","H10"
"S83","H30"
"S84","H10"
"S84","H13"
"S84","H14"
"S85","H10"
