"symbiont","host"
"S3","H1"
"S3","H8"
"S3","H17"
"S3","H20"
"S3","H25"
"S3","H26"
"S3","H31"
"S3","H32"
"S3","H35"
"S7","H31"
"S7","H32"
"S12","H36"
"S13","H15"
"S20","H39"
"S26","H13"
"S26","H17"
"S26","H23"
"S26","H24"
"S27","H1"
"S27","H20"
"S30","H1"
"S32","H20"
"S32","H25"
"S32","H26"
"S33","H25"
"S33","H26"
"S35","H20"
"S35","H25"
"S35","H26"
"S37","H4"
"S37","H39"
"S38","H4"
"S39","H1"
"S39","H4"
"S39","H20"
"S39","H27"
"S39","H28"
"S40","H32"
"S41","H4"
"S41","H32"
"S42","H1"
"S42","H20"
"S42","H27"
"S43","H1"
"S43","H20"
"S43","H27"
"S43","H28"
"S44","H1"
"S44","H4"
"S46","H1"
"S46","H39"
"S48","H16"
"S49","H16"
"S50","H4"
"S51","H16"
"S51","H37"
"S52","H27"
"S55","H16"
"S55","H27"
"S55","H28"
"S55","H37"
"S56","H1"
"S56","H38"
"S56","H39"
"S57","H4"
"S58","H1"
"S58","H4"
"S58","H20"
"S58","H28"
"S59","H1"
"S59","H4"
"S59","H20"
"S59","H28"
"S59","H30"
"S60","H4"
"S60","H15"
"S60","H38"
"S60","H39"
"S61","H4"
"S61","H15"
"S61","H38"
"S61","H39"
"S62","H4"
"S62","H36"
"S63","H4"
"S64","H1"
"S65","H1"
"S66","H4"
"S67","H4"
"S67","H16"
"S67","H27"
"S67","H28"
"S67","H30"
"S67","H36"
"S67","H37"
"S68","H4"
"S68","H16"
"S68","H27"
"S68","H28"
"S68","H30"
"S68","H36"
"S68","H37"
"S69","H16"
"S69","H36"
"S69","H37"
"S70","H4"
"S70","H16"
"S70","H36"
"S70","H37"
"S71","H4"
"S71","H27"
"S72","H4"
"S73","H1"
"S74","H1"
"S75","H4"
"S76","H16"
"S76","H20"
"S76","H36"
"S77","H16"
"S77","H20"
"S77","H36"
"S78","H1"
"S79","H4"
"S80","H20"
"S80","H27"
"S80","H28"
"S81","H1"
"S82","H1"
"S82","H4"
"S83","H36"
"S83","H37"
"S84","H1"
"S84","H36"
"S84","H37"
"S85","H1"
"S85","H27"
"S85","H28"
"S86","H4"
"S88","H4"
"S88","H16"
"S88","H17"
"S88","H31"
"S88","H32"
"S88","H36"
"S88","H37"
"S88","H43"
"S89","H20"
"S89","H27"
"S89","H28"
"S90","H16"
"S91","H16"
"S92","H1"
"S92","H4"
"S92","H20"
"S92","H28"
"S92","H30"
"S94","H1"
"S94","H4"
"S95","H1"
"S95","H4"
"S96","H4"
"S96","H36"
"S98","H4"
"S98","H20"
"S98","H27"
"S98","H28"
"S99","H4"
"S99","H20"
"S99","H27"
"S99","H28"
"S100","H1"
"S100","H4"
"S101","H4"
"S102","H4"
"S103","H1"
"S104","H1"
