"symbiont","host"
"S15","H11"
"S15","H12"
"S15","H17"
"S38","H11"
"S38","H12"
"S42","H15"
"S42","H16"
"S53","H12"
"S57","H15"
"S57","H16"
"S62","H9"
"S63","H9"
"S63","H11"
"S63","H12"
"S64","H12"
"S66","H9"
"S68","H9"
"S68","H11"
"S68","H17"
"S69","H9"
"S71","H19"
"S71","H20"
"S72","H20"
"S73","H16"
"S74","H9"
"S74","H19"
"S74","H20"
"S76","H15"
"S76","H16"
"S77","H11"
"S77","H17"
"S78","H9"
"S79","H9"
"S79","H19"
"S79","H20"
"S80","H9"
"S80","H16"
"S81","H15"
"S82","H15"
"S83","H11"
"S83","H12"
"S85","H9"
"S85","H11"
"S85","H17"
"S86","H9"
"S87","H9"
"S87","H11"
"S87","H17"
"S88","H16"
"S89","H11"
"S89","H17"
"S90","H9"
"S91","H11"
"S91","H17"
"S92","H11"
"S92","H17"
"S93","H15"
"S93","H16"
"S94","H15"
"S94","H16"
"S95","H9"
"S96","H16"
"S97","H9"
"S98","H9"
"S99","H9"
"S101","H9"
"S101","H16"
"S102","H9"
"S103","H9"
"S104","H12"
"S105","H9"
"S105","H12"
"S106","H9"
