"symbiont","host"
"S16","H3"
"S16","H10"
"S19","H5"
"S21","H3"
"S21","H11"
"S21","H19"
"S21","H22"
"S23","H11"
"S23","H19"
"S23","H22"
"S23","H23"
"S24","H3"
"S25","H17"
"S26","H3"
"S27","H4"
"S28","H11"
"S28","H22"
"S29","H11"
"S29","H19"
"S29","H22"
"S29","H23"
"S30","H11"
"S30","H13"
"S30","H19"
"S30","H22"
"S30","H23"
"S32","H3"
"S33","H3"
"S36","H11"
"S36","H19"
"S39","H4"
"S40","H4"
"S41","H3"
"S41","H11"
"S41","H19"
"S42","H4"
"S43","H4"
"S44","H4"
"S46","H4"
"S49","H10"
"S49","H16"
"S49","H17"
"S50","H11"
"S50","H15"
"S50","H18"
"S50","H29"
"S51","H3"
"S51","H6"
"S51","H10"
"S51","H15"
"S51","H20"
"S51","H21"
"S51","H26"
"S53","H3"
"S54","H3"
"S55","H3"
"S56","H4"
"S57","H4"
"S58","H4"
"S60","H4"
"S61","H4"
"S62","H4"
"S63","H3"
"S64","H4"
"S65","H5"
"S66","H4"
"S67","H3"
"S67","H11"
"S67","H19"
"S67","H22"
"S67","H23"
"S68","H4"
