"symbiont","host"
"S10","H5"
"S13","H4"
"S13","H5"
"S19","H4"
"S19","H10"
"S19","H11"
"S19","H12"
"S20","H4"
"S20","H5"
"S20","H11"
"S20","H12"
"S21","H10"
"S21","H11"
"S21","H12"
"S22","H5"
"S22","H13"
"S22","H14"
"S24","H4"
"S28","H4"
"S29","H4"
"S29","H5"
"S32","H13"
"S32","H14"
"S33","H5"
"S33","H10"
"S33","H12"
"S34","H5"
"S35","H4"
"S36","H5"
"S37","H5"
"S38","H4"
"S39","H5"
"S40","H4"
"S40","H5"
"S41","H5"
"S42","H4"
"S43","H5"
"S44","H4"
"S44","H5"
"S45","H4"
"S46","H5"
"S47","H4"
"S48","H5"
"S49","H5"
