"symbiont","host"
"S15","H11"
"S15","H14"
"S18","H6"
"S19","H6"
"S19","H20"
"S19","H21"
"S21","H5"
"S22","H6"
"S22","H7"
"S22","H8"
"S22","H9"
"S22","H16"
"S22","H17"
"S27","H5"
"S28","H10"
"S28","H11"
"S29","H10"
"S29","H11"
"S30","H11"
"S30","H13"
"S30","H14"
"S31","H5"
"S32","H5"
"S32","H10"
"S32","H11"
"S32","H13"
"S33","H6"
"S33","H16"
"S33","H17"
"S34","H11"
"S35","H5"
"S35","H8"
"S35","H9"
"S35","H18"
"S36","H10"
"S36","H11"
"S36","H13"
"S36","H14"
"S38","H10"
"S38","H11"
"S39","H6"
"S39","H10"
"S39","H11"
"S40","H6"
"S41","H6"
"S42","H6"
"S42","H16"
"S42","H17"
"S42","H21"
"S43","H6"
"S43","H16"
"S43","H17"
"S43","H20"
"S43","H21"
"S44","H20"
"S44","H21"
"S45","H6"
"S45","H20"
"S45","H21"
"S46","H10"
"S46","H11"
"S47","H7"
"S47","H12"
"S47","H17"
"S48","H6"
"S49","H5"
"S49","H11"
"S50","H5"
"S50","H6"
"S50","H11"
"S51","H5"
"S52","H10"
"S52","H11"
"S52","H13"
"S53","H10"
"S53","H11"
"S53","H13"
"S54","H5"
"S55","H5"
"S55","H6"
"S56","H6"
"S56","H10"
"S56","H11"
"S57","H6"
"S57","H10"
"S57","H11"
