"symbiont","host"
"S12","H6"
"S12","H11"
"S12","H15"
"S12","H16"
"S12","H21"
"S12","H22"
"S15","H19"
"S15","H20"
"S15","H26"
"S17","H9"
"S17","H19"
"S17","H20"
"S19","H25"
"S19","H26"
"S21","H17"
"S22","H10"
"S24","H10"
"S24","H14"
"S27","H11"
"S27","H19"
"S27","H20"
"S28","H11"
"S29","H10"
"S31","H6"
"S31","H21"
"S31","H22"
"S32","H11"
"S32","H21"
"S32","H22"
"S32","H25"
"S32","H26"
"S34","H15"
"S34","H16"
"S38","H20"
"S38","H25"
"S39","H17"
"S40","H14"
"S40","H20"
"S40","H21"
"S41","H11"
"S41","H25"
"S41","H26"
"S42","H21"
"S42","H23"
"S42","H24"
"S43","H9"
"S43","H17"
"S44","H16"
"S45","H16"
"S47","H11"
"S47","H17"
"S47","H21"
"S47","H22"
"S47","H23"
"S48","H10"
"S48","H20"
"S51","H10"
"S51","H14"
"S51","H15"
"S51","H16"
"S51","H19"
"S51","H20"
"S52","H10"
"S52","H14"
"S52","H15"
"S52","H16"
"S52","H19"
"S52","H20"
"S55","H17"
"S57","H22"
"S57","H23"
"S57","H24"
"S61","H14"
"S61","H15"
"S61","H16"
"S61","H19"
"S61","H20"
"S62","H4"
"S62","H14"
"S62","H15"
"S62","H16"
"S62","H19"
"S62","H20"
"S64","H10"
"S64","H15"
"S64","H16"
"S64","H20"
"S64","H25"
"S64","H26"
"S65","H4"
"S65","H9"
"S65","H14"
"S65","H19"
"S65","H20"
"S66","H14"
"S66","H19"
"S67","H4"
"S69","H11"
"S69","H23"
"S70","H11"
"S70","H22"
"S70","H23"
"S71","H14"
"S72","H14"
"S74","H6"
"S74","H17"
"S75","H17"
"S76","H10"
"S77","H6"
"S78","H11"
"S78","H17"
"S78","H22"
"S80","H9"
"S80","H24"
"S81","H27"
"S82","H25"
"S83","H27"
"S84","H9"
"S84","H20"
"S84","H29"
"S85","H11"
"S85","H14"
"S85","H19"
"S86","H11"
"S86","H14"
"S86","H19"
"S87","H25"
"S87","H26"
"S88","H25"
"S88","H26"
"S89","H17"
"S90","H17"
"S91","H13"
"S92","H13"
"S93","H6"
"S93","H10"
"S93","H15"
"S94","H9"
"S95","H6"
"S96","H11"
"S96","H17"
"S96","H25"
"S96","H26"
"S97","H11"
"S97","H17"
"S97","H25"
"S97","H26"
"S98","H10"
"S98","H15"
"S99","H10"
"S99","H15"
"S100","H9"
"S100","H14"
"S100","H19"
"S100","H20"
"S101","H9"
"S101","H14"
"S101","H19"
"S101","H20"
