"symbiont","host"
"S3","H19"
"S3","H22"
"S3","H28"
"S3","H29"
"S3","H30"
"S7","H4"
"S7","H6"
"S7","H14"
"S7","H21"
"S12","H6"
"S12","H10"
"S13","H19"
"S13","H23"
"S13","H27"
"S13","H30"
"S14","H11"
"S14","H19"
"S14","H20"
"S14","H27"
"S14","H30"
"S15","H22"
"S15","H23"
"S15","H29"
"S15","H30"
"S16","H21"
"S17","H19"
"S17","H20"
"S17","H22"
"S17","H23"
"S17","H30"
"S19","H19"
"S19","H22"
"S19","H23"
"S19","H29"
"S20","H22"
"S20","H23"
"S20","H27"
"S21","H28"
"S22","H13"
"S22","H16"
"S22","H17"
"S23","H4"
"S23","H6"
"S25","H3"
"S25","H20"
"S25","H21"
"S26","H3"
"S26","H13"
"S27","H3"
"S27","H19"
"S27","H22"
"S27","H23"
"S27","H27"
"S27","H29"
"S28","H3"
"S28","H13"
"S28","H16"
"S28","H17"
"S28","H20"
"S29","H27"
"S30","H28"
"S31","H11"
"S31","H19"
"S31","H22"
"S31","H23"
"S31","H28"
"S31","H29"
"S31","H30"
"S32","H3"
"S32","H11"
"S32","H19"
"S32","H23"
"S32","H27"
"S32","H29"
"S32","H30"
"S33","H3"
"S35","H21"
"S36","H20"
"S37","H4"
"S38","H13"
"S38","H16"
"S38","H17"
"S38","H20"
"S38","H21"
"S39","H4"
"S40","H19"
"S40","H22"
"S40","H23"
"S40","H30"
"S41","H3"
"S42","H27"
"S44","H13"
"S44","H16"
"S44","H17"
"S44","H20"
"S44","H21"
"S45","H4"
"S45","H13"
"S45","H16"
"S45","H17"
"S45","H20"
"S45","H21"
"S47","H19"
"S48","H22"
"S49","H13"
"S51","H21"
"S52","H4"
"S52","H21"
"S53","H3"
"S53","H4"
"S53","H6"
"S53","H20"
"S54","H27"
"S55","H22"
"S55","H23"
"S55","H28"
"S55","H29"
"S56","H20"
"S57","H20"
"S58","H4"
"S58","H22"
"S58","H23"
"S58","H28"
"S58","H29"
"S59","H4"
"S59","H22"
"S59","H23"
"S59","H28"
"S59","H29"
"S60","H4"
"S60","H6"
"S60","H20"
"S61","H4"
"S61","H6"
"S61","H20"
"S62","H4"
"S63","H4"
"S64","H14"
"S64","H15"
"S64","H32"
"S65","H4"
"S65","H14"
"S65","H15"
"S65","H32"
"S66","H19"
"S67","H4"
"S67","H19"
