"symbiont","host"
"S20","H6"
"S24","H6"
"S24","H7"
"S24","H8"
"S27","H13"
"S28","H8"
"S29","H6"
"S30","H6"
"S30","H9"
"S30","H15"
"S31","H8"
"S32","H6"
"S33","H6"
"S34","H6"
"S34","H10"
"S34","H12"
"S35","H6"
"S36","H6"
"S37","H6"
"S38","H6"
"S39","H7"
"S40","H6"
"S40","H7"
"S40","H8"
"S41","H7"
"S42","H6"
"S43","H8"
"S44","H9"
"S45","H10"
"S45","H11"
"S46","H6"
"S46","H9"
"S46","H14"
"S47","H6"
"S47","H9"
"S47","H12"
"S47","H13"
"S47","H14"
"S47","H15"
"S48","H6"
"S49","H6"
"S49","H15"
"S50","H6"
"S51","H6"
"S51","H14"
"S52","H6"
"S52","H15"
"S53","H6"
"S53","H7"
"S53","H15"
"S54","H14"
"S54","H15"
"S55","H7"
"S55","H14"
"S55","H15"
"S56","H6"
"S57","H7"
"S58","H10"
"S59","H7"
