"symbiont","host"
"S13","H7"
"S13","H10"
"S13","H11"
"S17","H7"
"S17","H12"
"S17","H13"
"S18","H4"
"S18","H7"
"S18","H10"
"S18","H12"
"S18","H13"
"S20","H7"
"S21","H7"
"S21","H8"
"S21","H9"
"S23","H7"
"S23","H11"
"S24","H7"
"S24","H10"
"S24","H11"
"S25","H4"
"S26","H7"
"S26","H11"
"S27","H7"
"S27","H8"
"S28","H4"
"S28","H9"
"S28","H12"
"S28","H13"
"S29","H4"
"S29","H8"
"S29","H9"
"S30","H9"
"S32","H4"
"S33","H7"
"S33","H10"
"S34","H4"
"S34","H12"
"S34","H13"
"S35","H4"
"S35","H8"
"S35","H9"
"S36","H4"
"S37","H7"
"S37","H10"
"S37","H11"
"S38","H4"
"S38","H7"
"S38","H8"
"S38","H9"
"S38","H10"
"S38","H11"
"S39","H10"
"S39","H11"
"S40","H4"
"S40","H9"
"S41","H4"
"S41","H8"
"S41","H9"
"S42","H8"
"S42","H9"
"S43","H4"
"S44","H4"
"S45","H10"
"S46","H13"
"S47","H4"
"S47","H7"
"S47","H11"
"S47","H12"
"S47","H13"
"S48","H12"
"S48","H13"
"S49","H8"
"S49","H9"
"S50","H8"
"S50","H9"
"S50","H12"
"S50","H13"
"S51","H12"
"S52","H13"
"S53","H12"
"S53","H13"
"S54","H8"
"S54","H10"
"S55","H8"
"S55","H10"
"S55","H12"
"S55","H13"
"S56","H4"
"S56","H7"
"S56","H12"
"S56","H13"
"S57","H12"
"S57","H13"
"S58","H4"
"S58","H8"
"S58","H9"
"S59","H12"
"S60","H8"
"S60","H9"
"S61","H4"
"S62","H4"
"S63","H4"
