"symbiont","host"
"S10","H1"
"S10","H20"
"S10","H21"
"S10","H35"
"S10","H36"
"S11","H1"
"S15","H1"
"S23","H1"
"S23","H16"
"S23","H17"
"S24","H1"
"S24","H17"
"S28","H1"
"S29","H16"
"S30","H1"
"S31","H1"
"S33","H17"
"S37","H1"
"S39","H7"
"S40","H14"
"S40","H20"
"S40","H36"
"S41","H7"
"S43","H1"
"S43","H16"
"S43","H17"
"S45","H1"
"S45","H26"
"S45","H27"
"S45","H35"
"S46","H1"
"S46","H26"
"S46","H27"
"S46","H35"
"S47","H1"
"S48","H7"
"S48","H17"
"S50","H16"
"S50","H17"
"S52","H1"
"S52","H7"
"S52","H26"
"S52","H27"
"S53","H1"
"S53","H16"
"S53","H17"
"S54","H1"
"S54","H16"
"S54","H17"
"S55","H1"
"S55","H16"
"S55","H17"
"S56","H16"
"S56","H17"
"S57","H7"
"S58","H17"
"S59","H7"
"S60","H1"
"S60","H16"
"S60","H17"
"S62","H1"
"S62","H16"
"S62","H17"
"S63","H1"
"S63","H7"
"S63","H16"
"S63","H17"
"S65","H7"
"S66","H7"
"S66","H20"
"S66","H25"
"S66","H28"
"S67","H1"
"S67","H26"
"S68","H1"
"S69","H1"
"S69","H7"
"S70","H7"
"S71","H23"
"S73","H7"
"S74","H7"
"S75","H23"
"S75","H24"
"S76","H1"
"S76","H21"
"S76","H30"
"S76","H35"
"S76","H36"
"S77","H7"
"S78","H16"
"S78","H17"
"S79","H7"
"S80","H1"
"S80","H16"
"S80","H17"
"S81","H1"
"S81","H16"
"S81","H17"
"S82","H16"
"S82","H17"
"S83","H16"
"S83","H17"
"S84","H1"
"S84","H16"
"S84","H17"
"S86","H7"
"S87","H7"
"S88","H1"
"S88","H7"
"S89","H7"
"S90","H1"
"S90","H16"
"S90","H17"
"S91","H1"
"S91","H16"
"S91","H17"
"S92","H1"
"S92","H7"
"S93","H1"
"S93","H7"
"S94","H16"
"S95","H16"
"S96","H20"
"S96","H25"
"S96","H28"
"S97","H1"
"S97","H20"
"S97","H25"
"S97","H28"
"S98","H7"
"S98","H23"
"S98","H24"
"S99","H14"
"S99","H22"
"S99","H33"
"S99","H34"
"S100","H7"
"S101","H7"
"S102","H7"
"S103","H23"
"S103","H24"
"S104","H23"
"S104","H24"
"S105","H1"
"S106","H7"
"S107","H1"
"S108","H1"
"S108","H7"
"S109","H23"
"S109","H24"
"S110","H23"
"S110","H24"
