"symbiont","host"
"S3","H11"
"S3","H12"
"S14","H11"
"S14","H12"
"S14","H26"
"S14","H27"
"S19","H6"
"S19","H14"
"S19","H15"
"S20","H6"
"S20","H18"
"S21","H6"
"S21","H13"
"S21","H14"
"S21","H15"
"S21","H17"
"S21","H18"
"S21","H19"
"S21","H22"
"S29","H4"
"S29","H13"
"S29","H19"
"S29","H21"
"S29","H22"
"S31","H21"
"S32","H13"
"S32","H21"
"S32","H22"
"S33","H13"
"S34","H26"
"S35","H4"
"S35","H27"
"S36","H19"
"S36","H20"
"S36","H22"
"S37","H4"
"S37","H6"
"S37","H11"
"S37","H12"
"S37","H13"
"S37","H14"
"S37","H15"
"S37","H19"
"S37","H20"
"S37","H22"
"S39","H4"
"S39","H6"
"S39","H9"
"S39","H10"
"S39","H14"
"S39","H15"
"S39","H17"
"S39","H20"
"S39","H21"
"S39","H22"
"S40","H4"
"S40","H20"
"S41","H13"
"S41","H19"
"S41","H20"
"S42","H19"
"S42","H20"
"S42","H21"
"S43","H19"
"S43","H20"
"S43","H21"
"S44","H4"
"S45","H13"
"S45","H20"
"S46","H26"
"S47","H4"
"S48","H4"
"S49","H20"
"S49","H26"
"S49","H27"
"S50","H4"
"S50","H19"
"S50","H20"
"S50","H27"
"S51","H4"
"S52","H4"
"S53","H4"
"S53","H6"
"S53","H11"
"S53","H12"
"S53","H13"
"S53","H14"
"S53","H19"
"S53","H20"
"S53","H22"
"S53","H26"
"S54","H4"
"S55","H4"
"S55","H6"
"S55","H9"
"S55","H10"
"S55","H13"
"S55","H14"
"S55","H15"
"S55","H19"
"S55","H21"
"S55","H22"
"S55","H26"
"S55","H27"
"S56","H26"
"S56","H27"
"S57","H26"
"S57","H27"
"S58","H4"
"S58","H26"
"S59","H21"
"S59","H22"
"S60","H4"
"S60","H8"
"S60","H9"
"S60","H10"
"S60","H22"
"S61","H4"
"S62","H4"
"S62","H21"
"S62","H22"
"S63","H4"
"S63","H21"
"S63","H22"
"S64","H13"
"S64","H20"
"S64","H22"
"S64","H26"
"S65","H4"
"S65","H13"
"S65","H20"
"S65","H21"
"S65","H22"
"S65","H26"
"S65","H27"
"S66","H13"
"S66","H19"
"S66","H20"
"S66","H22"
"S67","H13"
"S67","H19"
"S67","H20"
"S67","H21"
"S67","H22"
"S68","H8"
"S68","H22"
"S68","H24"
"S69","H4"
"S69","H6"
"S69","H9"
"S69","H10"
"S69","H16"
"S69","H23"
"S69","H25"
"S70","H4"
"S70","H6"
"S70","H9"
"S70","H10"
"S70","H13"
"S70","H14"
"S70","H15"
"S70","H19"
"S70","H21"
"S70","H22"
"S71","H4"
"S71","H6"
"S71","H9"
"S71","H10"
"S71","H13"
"S71","H14"
"S71","H15"
"S71","H19"
"S71","H21"
"S71","H22"
"S72","H4"
"S72","H13"
"S72","H19"
"S73","H26"
"S73","H27"
"S74","H4"
"S74","H20"
"S75","H4"
"S75","H20"
"S76","H13"
"S76","H19"
"S76","H21"
"S76","H22"
"S77","H6"
