"symbiont","host"
"S18","H8"
"S18","H15"
"S22","H16"
"S30","H20"
"S31","H8"
"S32","H8"
"S32","H10"
"S34","H13"
"S34","H16"
"S48","H39"
"S49","H20"
"S49","H25"
"S49","H31"
"S49","H45"
"S52","H8"
"S52","H11"
"S52","H15"
"S52","H16"
"S52","H25"
"S52","H33"
"S52","H51"
"S52","H52"
"S52","H56"
"S53","H6"
"S53","H25"
"S53","H31"
"S53","H34"
"S53","H39"
"S53","H53"
"S57","H10"
"S58","H34"
"S58","H54"
"S59","H8"
"S59","H15"
"S61","H10"
"S61","H34"
"S61","H45"
"S61","H53"
"S61","H54"
"S62","H10"
"S62","H43"
"S62","H53"
"S62","H54"
"S63","H11"
"S63","H32"
"S63","H33"
"S63","H51"
"S63","H52"
"S63","H55"
"S63","H56"
"S65","H24"
"S65","H35"
"S65","H40"
"S65","H47"
"S65","H49"
"S65","H60"
"S67","H23"
"S67","H27"
"S67","H60"
"S68","H23"
"S68","H34"
"S68","H44"
"S68","H49"
"S68","H53"
"S68","H54"
"S68","H59"
"S68","H60"
"S70","H8"
"S70","H11"
"S70","H15"
"S70","H16"
"S70","H32"
"S70","H33"
"S70","H56"
"S71","H8"
"S71","H15"
"S71","H40"
"S71","H41"
"S71","H42"
"S71","H55"
"S71","H56"
"S72","H6"
"S72","H8"
"S72","H15"
"S72","H32"
"S72","H40"
"S72","H41"
"S72","H42"
"S72","H55"
"S72","H56"
"S73","H6"
"S73","H25"
"S73","H30"
"S73","H40"
"S73","H41"
"S73","H42"
"S74","H8"
"S74","H10"
"S74","H15"
"S77","H16"
"S77","H18"
"S77","H19"
"S77","H27"
"S77","H30"
"S77","H31"
"S77","H35"
"S77","H36"
"S77","H48"
"S77","H49"
"S77","H60"
"S78","H6"
"S78","H16"
"S78","H18"
"S78","H19"
"S78","H30"
"S78","H35"
"S78","H36"
"S78","H44"
"S78","H48"
"S78","H59"
"S78","H60"
"S79","H16"
"S80","H6"
"S81","H27"
"S82","H8"
"S82","H15"
"S83","H8"
"S84","H27"
"S85","H27"
"S87","H6"
"S87","H8"
"S88","H41"
"S88","H42"
"S89","H41"
"S89","H42"
"S90","H6"
"S91","H6"
"S92","H6"
"S92","H25"
"S92","H29"
"S92","H37"
"S92","H38"
"S92","H39"
"S94","H8"
"S94","H15"
"S94","H31"
"S94","H39"
"S94","H55"
"S94","H56"
"S95","H8"
"S95","H15"
"S95","H31"
"S95","H39"
"S95","H55"
"S95","H56"
"S96","H19"
"S96","H23"
"S96","H35"
"S96","H36"
"S96","H50"
"S98","H10"
"S98","H20"
"S98","H34"
"S98","H53"
"S98","H54"
"S99","H8"
"S100","H16"
"S100","H20"
"S101","H44"
"S101","H47"
"S101","H60"
"S102","H6"
"S102","H43"
"S105","H10"
"S105","H16"
"S105","H45"
"S107","H8"
"S108","H16"
"S108","H34"
"S108","H37"
"S108","H38"
"S109","H23"
"S109","H47"
"S110","H34"
"S110","H48"
"S111","H6"
"S112","H6"
"S112","H8"
"S113","H39"
"S114","H39"
"S116","H8"
"S117","H46"
"S118","H8"
"S118","H46"
"S120","H10"
"S120","H16"
"S120","H20"
"S120","H31"
"S121","H8"
"S123","H16"
"S124","H16"
"S125","H34"
"S126","H34"
"S128","H8"
"S128","H11"
"S128","H15"
"S128","H55"
"S130","H8"
"S130","H11"
"S130","H15"
"S130","H16"
"S130","H32"
"S130","H34"
"S130","H53"
"S131","H8"
"S132","H8"
"S133","H44"
"S133","H47"
"S133","H49"
"S133","H59"
"S133","H60"
"S134","H8"
"S134","H44"
"S134","H47"
"S134","H49"
"S134","H59"
"S135","H20"
"S136","H8"
"S137","H6"
"S137","H16"
"S137","H20"
"S138","H6"
"S139","H6"
"S140","H6"
"S141","H6"
"S142","H13"
"S143","H8"
"S143","H13"
"S144","H8"
"S144","H16"
"S144","H34"
"S144","H37"
"S144","H38"
"S145","H13"
"S146","H13"
"S147","H8"
"S148","H8"
"S149","H8"
"S149","H15"
"S150","H8"
"S150","H15"
"S151","H34"
"S152","H34"
"S153","H6"
"S153","H8"
"S153","H25"
"S153","H29"
"S153","H37"
"S153","H38"
"S153","H39"
"S154","H6"
"S154","H8"
"S154","H25"
"S154","H29"
"S154","H37"
"S154","H38"
"S154","H39"
"S155","H8"
"S156","H34"
"S156","H53"
"S156","H54"
"S157","H23"
"S157","H49"
"S157","H59"
"S158","H8"
"S159","H8"
"S160","H8"
"S161","H19"
"S161","H23"
"S161","H35"
"S161","H36"
"S161","H50"
"S161","H58"
"S162","H6"
"S163","H10"
"S163","H16"
"S163","H43"
"S164","H8"
"S165","H44"
"S165","H48"
"S165","H49"
"S166","H6"
"S167","H8"
"S168","H8"
"S169","H8"
"S169","H34"
"S169","H53"
"S169","H54"
"S170","H8"
"S170","H34"
"S170","H53"
"S170","H54"
"S171","H23"
"S171","H34"
"S171","H54"
"S172","H6"
"S173","H29"
"S173","H34"
"S173","H38"
"S173","H39"
"S173","H53"
"S174","H29"
"S174","H34"
"S174","H38"
"S174","H39"
"S174","H53"
