"symbiont","host"
"S18","H8"
"S18","H11"
"S22","H4"
"S22","H8"
"S22","H12"
"S32","H11"
"S32","H12"
"S32","H23"
"S33","H10"
"S33","H16"
"S33","H26"
"S34","H11"
"S34","H36"
"S34","H37"
"S35","H4"
"S35","H8"
"S35","H12"
"S36","H4"
"S37","H11"
"S38","H8"
"S38","H11"
"S38","H12"
"S38","H17"
"S38","H19"
"S38","H25"
"S38","H35"
"S40","H8"
"S40","H10"
"S42","H12"
"S45","H8"
"S45","H10"
"S46","H16"
"S47","H4"
"S47","H11"
"S47","H12"
"S47","H17"
"S47","H23"
"S47","H32"
"S47","H33"
"S47","H35"
"S49","H9"
"S49","H10"
"S49","H11"
"S49","H12"
"S51","H4"
"S51","H17"
"S52","H4"
"S53","H4"
"S53","H9"
"S53","H11"
"S54","H8"
"S55","H4"
"S55","H12"
"S56","H4"
"S58","H12"
"S58","H19"
"S58","H23"
"S58","H34"
"S61","H4"
"S61","H11"
"S61","H17"
"S62","H8"
"S62","H10"
"S62","H18"
"S62","H26"
"S62","H27"
"S62","H29"
"S62","H31"
"S63","H4"
"S63","H8"
"S63","H10"
"S65","H16"
"S67","H12"
"S68","H4"
"S69","H8"
"S69","H9"
"S69","H11"
"S69","H12"
"S69","H16"
"S70","H8"
"S70","H9"
"S70","H11"
"S70","H12"
"S70","H16"
"S70","H17"
"S71","H8"
"S71","H10"
"S72","H8"
"S72","H10"
"S73","H4"
"S73","H12"
"S73","H19"
"S73","H32"
"S73","H33"
"S73","H35"
"S74","H11"
"S74","H28"
"S75","H4"
"S76","H4"
"S78","H11"
"S78","H22"
"S78","H23"
"S78","H35"
"S79","H11"
"S79","H22"
"S79","H23"
"S79","H35"
"S80","H4"
"S81","H4"
"S81","H17"
"S82","H4"
"S82","H17"
"S83","H4"
"S83","H17"
"S83","H28"
"S83","H36"
"S83","H37"
"S84","H17"
"S86","H29"
"S86","H36"
"S86","H37"
"S87","H9"
"S87","H12"
"S87","H17"
"S88","H8"
"S88","H11"
"S88","H16"
"S89","H4"
"S90","H4"
"S90","H8"
"S90","H9"
"S90","H10"
"S90","H22"
"S90","H25"
"S90","H34"
"S91","H19"
"S92","H11"
"S92","H12"
"S93","H4"
"S93","H8"
"S93","H10"
"S94","H4"
"S94","H8"
"S94","H10"
"S94","H28"
"S94","H36"
"S94","H37"
"S95","H11"
"S96","H11"
"S97","H8"
"S98","H4"
"S99","H12"
"S99","H19"
"S99","H22"
"S99","H23"
"S99","H32"
"S99","H33"
"S99","H34"
"S100","H8"
"S100","H12"
"S100","H19"
"S100","H22"
"S100","H23"
"S100","H25"
"S100","H32"
"S100","H34"
"S101","H29"
"S101","H37"
"S102","H8"
"S103","H4"
"S104","H4"
"S105","H28"
"S106","H29"
"S106","H36"
"S107","H11"
"S107","H12"
"S108","H11"
"S108","H12"
"S109","H36"
"S110","H25"
"S110","H32"
"S110","H33"
"S110","H34"
"S111","H4"
"S111","H12"
"S111","H35"
"S112","H4"
"S112","H8"
"S112","H9"
"S113","H8"
"S114","H19"
"S114","H29"
"S114","H36"
"S114","H37"
"S115","H19"
"S115","H29"
"S115","H36"
"S115","H37"
"S116","H12"
"S116","H30"
"S116","H31"
"S117","H8"
"S118","H36"
"S118","H37"
"S119","H36"
"S119","H37"
"S120","H11"
"S120","H12"
"S121","H8"
"S121","H11"
"S121","H12"
"S122","H17"
"S123","H17"
"S124","H4"
"S125","H8"
