"symbiont","host"
"S12","H13"
"S12","H14"
"S20","H14"
"S22","H9"
"S22","H14"
"S23","H14"
"S25","H9"
"S25","H17"
"S29","H20"
"S29","H21"
"S38","H14"
"S41","H11"
"S41","H14"
"S41","H18"
"S43","H10"
"S43","H14"
"S43","H20"
"S46","H14"
"S49","H11"
"S50","H9"
"S52","H13"
"S52","H17"
"S53","H10"
"S53","H14"
"S53","H20"
"S55","H9"
"S56","H9"
"S56","H14"
"S56","H19"
"S57","H9"
"S57","H14"
"S57","H19"
"S59","H9"
"S59","H14"
"S60","H10"
"S60","H14"
"S60","H20"
"S61","H10"
"S61","H20"
"S62","H14"
"S62","H17"
"S63","H9"
"S64","H14"
"S65","H9"
"S66","H14"
"S67","H14"
"S68","H9"
"S68","H10"
"S68","H21"
"S69","H9"
"S69","H13"
"S69","H17"
"S70","H9"
"S70","H13"
"S70","H17"
"S71","H9"
"S71","H11"
"S71","H18"
"S71","H19"
"S72","H9"
"S72","H11"
"S72","H18"
"S72","H19"
"S73","H20"
"S73","H21"
"S74","H10"
"S74","H20"
"S74","H21"
