"symbiont","host"
"S7","H3"
"S7","H4"
"S7","H6"
"S11","H2"
"S11","H3"
"S11","H4"
"S11","H5"
"S12","H2"
"S12","H4"
"S12","H6"
"S13","H2"
"S13","H4"
"S13","H5"
"S14","H2"
"S14","H3"
"S14","H4"
"S14","H5"
"S15","H2"
"S15","H3"
"S15","H4"
"S15","H5"
"S16","H3"
"S16","H5"
"S17","H2"
"S17","H3"
"S17","H4"
"S17","H5"
"S18","H2"
"S18","H3"
"S18","H6"
"S19","H2"
"S19","H3"
"S19","H4"
"S19","H6"
"S20","H2"
"S20","H3"
"S20","H4"
"S20","H5"
"S21","H5"
"S22","H3"
"S22","H6"
"S23","H5"
"S24","H5"
"S25","H2"
"S25","H3"
"S25","H4"
"S25","H6"
"S26","H2"
"S27","H2"
"S28","H2"
"S28","H3"
