"symbiont","host"
"S3","H14"
"S3","H21"
"S3","H22"
"S16","H21"
"S16","H22"
"S17","H15"
"S18","H3"
"S19","H3"
"S19","H6"
"S20","H15"
"S21","H3"
"S22","H3"
"S22","H6"
"S23","H6"
"S25","H8"
"S25","H22"
"S26","H8"
"S27","H3"
"S28","H3"
"S29","H6"
"S30","H6"
"S33","H8"
"S34","H8"
"S35","H3"
"S36","H3"
"S37","H3"
"S37","H6"
"S38","H3"
"S39","H3"
"S41","H3"
"S41","H6"
"S42","H3"
"S42","H6"
"S43","H16"
"S43","H23"
"S44","H21"
"S44","H24"
"S45","H3"
"S47","H21"
"S48","H6"
"S49","H6"
"S49","H14"
"S49","H21"
"S49","H22"
"S50","H6"
"S51","H21"
"S52","H21"
"S53","H8"
"S54","H6"
"S55","H6"
"S56","H6"
"S57","H3"
"S58","H6"
