"symbiont","host"
"S12","H14"
"S12","H16"
"S12","H23"
"S12","H24"
"S15","H6"
"S15","H21"
"S19","H3"
"S20","H10"
"S21","H3"
"S25","H3"
"S26","H3"
"S26","H12"
"S26","H16"
"S26","H18"
"S26","H23"
"S26","H24"
"S28","H3"
"S29","H3"
"S30","H3"
"S31","H15"
"S31","H25"
"S31","H26"
"S31","H27"
"S32","H3"
"S32","H21"
"S32","H26"
"S32","H27"
"S33","H3"
"S33","H12"
"S33","H15"
"S33","H21"
"S33","H25"
"S33","H29"
"S34","H3"
"S34","H12"
"S34","H14"
"S34","H28"
"S34","H29"
"S36","H3"
"S37","H15"
"S37","H21"
"S37","H26"
"S37","H27"
"S39","H3"
"S40","H3"
"S40","H10"
"S41","H3"
"S42","H3"
"S43","H12"
"S43","H15"
"S43","H21"
"S43","H28"
"S43","H29"
"S44","H3"
"S45","H3"
"S47","H12"
"S47","H15"
"S47","H26"
"S47","H27"
"S48","H12"
"S48","H15"
"S48","H26"
"S48","H27"
"S49","H3"
"S49","H8"
"S50","H3"
"S51","H3"
"S52","H3"
"S53","H3"
"S54","H3"
"S55","H3"
"S56","H3"
"S56","H6"
"S57","H3"
"S57","H6"
"S58","H3"
"S59","H3"
"S59","H6"
"S60","H3"
"S60","H10"
"S60","H11"
"S61","H3"
"S61","H10"
"S61","H11"
"S62","H12"
"S62","H14"
"S62","H16"
"S62","H24"
"S63","H12"
"S63","H14"
"S63","H16"
"S63","H24"
"S64","H8"
"S65","H6"
"S65","H8"
"S66","H3"
"S67","H6"
"S68","H3"
"S69","H10"
"S69","H11"
"S70","H10"
"S70","H11"
"S71","H3"
"S72","H6"
