"symbiont","host"
"S8","H24"
"S8","H25"
"S13","H3"
"S13","H9"
"S13","H10"
"S13","H22"
"S13","H28"
"S13","H29"
"S16","H3"
"S16","H15"
"S16","H16"
"S16","H17"
"S21","H3"
"S24","H3"
"S25","H15"
"S25","H25"
"S30","H3"
"S31","H3"
"S31","H15"
"S31","H16"
"S33","H3"
"S33","H9"
"S33","H10"
"S33","H28"
"S33","H29"
"S35","H3"
"S35","H28"
"S35","H29"
"S36","H3"
"S36","H28"
"S36","H29"
"S37","H3"
"S37","H15"
"S37","H17"
"S38","H3"
"S41","H3"
"S42","H3"
"S42","H25"
"S43","H22"
"S45","H28"
"S46","H3"
"S46","H16"
"S46","H17"
"S46","H18"
"S47","H3"
"S48","H3"
"S50","H25"
"S51","H3"
"S52","H28"
"S52","H29"
"S53","H3"
"S53","H15"
"S53","H16"
"S53","H22"
"S54","H28"
"S54","H29"
"S55","H29"
"S56","H28"
"S56","H29"
"S57","H21"
"S58","H21"
"S59","H24"
"S59","H25"
"S59","H28"
"S59","H29"
"S60","H24"
"S60","H25"
"S60","H28"
"S60","H29"
"S61","H18"
"S61","H22"
"S61","H28"
"S61","H29"
"S62","H15"
"S62","H16"
"S62","H17"
"S62","H18"
"S62","H21"
"S62","H23"
"S62","H27"
"S63","H3"
"S65","H28"
"S66","H29"
"S67","H3"
"S68","H28"
"S69","H25"
"S70","H3"
"S70","H25"
"S71","H21"
"S71","H28"
"S71","H29"
"S72","H29"
"S73","H28"
"S73","H29"
"S74","H29"
"S75","H3"
"S75","H16"
"S75","H17"
"S75","H18"
"S76","H3"
"S76","H16"
"S76","H17"
"S76","H18"
"S77","H24"
"S77","H28"
"S78","H3"
"S78","H24"
"S78","H28"
"S78","H29"
"S79","H3"
"S79","H24"
"S79","H25"
"S80","H28"
