"symbiont","host"
"S17","H8"
"S18","H14"
"S20","H9"
"S21","H5"
"S21","H6"
"S22","H6"
"S24","H7"
"S24","H10"
"S24","H11"
"S24","H12"
"S24","H15"
"S25","H13"
"S26","H5"
"S27","H14"
"S28","H5"
"S28","H6"
"S28","H14"
"S31","H6"
"S31","H14"
"S32","H6"
"S32","H14"
"S33","H6"
"S33","H13"
"S35","H14"
"S36","H13"
"S37","H7"
"S37","H8"
"S37","H12"
"S38","H5"
"S38","H7"
"S38","H8"
"S38","H12"
"S39","H6"
"S39","H13"
"S40","H14"
"S41","H7"
"S41","H8"
"S41","H15"
"S42","H12"
"S42","H16"
"S43","H5"
"S44","H6"
"S45","H6"
"S45","H14"
"S46","H5"
