"symbiont","host"
"S18","H41"
"S26","H8"
"S30","H24"
"S33","H72"
"S34","H105"
"S35","H69"
"S36","H114"
"S39","H134"
"S39","H135"
"S44","H36"
"S45","H36"
"S46","H47"
"S47","H29"
"S47","H48"
"S49","H8"
"S52","H59"
"S53","H62"
"S54","H63"
"S55","H64"
"S57","H24"
"S58","H70"
"S62","H72"
"S63","H77"
"S65","H51"
"S66","H82"
"S68","H84"
"S70","H38"
"S72","H105"
"S75","H69"
"S76","H87"
"S77","H88"
"S78","H85"
"S80","H8"
"S82","H92"
"S83","H93"
"S84","H24"
"S84","H49"
"S85","H24"
"S85","H49"
"S86","H96"
"S86","H98"
"S87","H41"
"S89","H101"
"S90","H97"
"S91","H105"
"S93","H107"
"S95","H110"
"S96","H111"
"S97","H112"
"S98","H97"
"S99","H97"
"S100","H115"
"S101","H124"
"S102","H113"
"S102","H114"
"S103","H113"
"S103","H114"
"S104","H116"
"S105","H117"
"S106","H109"
"S107","H109"
"S108","H118"
"S109","H119"
"S110","H120"
"S111","H121"
"S112","H126"
"S113","H123"
"S114","H122"
"S115","H122"
"S116","H51"
"S117","H8"
"S117","H51"
"S118","H130"
"S119","H131"
"S120","H132"
"S121","H133"
