"symbiont","host"
"S17","H28"
"S25","H76"
"S25","H85"
"S26","H53"
"S30","H27"
"S33","H38"
"S37","H97"
"S42","H40"
"S46","H113"
"S47","H114"
"S48","H51"
"S49","H99"
"S49","H100"
"S51","H61"
"S55","H44"
"S56","H44"
"S57","H67"
"S58","H68"
"S59","H6"
"S59","H69"
"S60","H38"
"S61","H70"
"S62","H77"
"S63","H77"
"S64","H71"
"S64","H83"
"S65","H72"
"S66","H73"
"S68","H56"
"S68","H103"
"S69","H77"
"S70","H89"
"S71","H78"
"S72","H36"
"S72","H79"
"S73","H43"
"S74","H43"
"S75","H86"
"S76","H87"
"S77","H88"
"S78","H89"
"S80","H93"
"S81","H46"
"S81","H94"
"S82","H6"
"S82","H69"
"S83","H6"
"S83","H69"
"S84","H95"
"S85","H96"
"S86","H97"
"S87","H98"
"S88","H69"
"S89","H69"
"S90","H101"
"S92","H103"
"S94","H105"
"S95","H106"
"S96","H107"
"S97","H108"
"S98","H111"
"S99","H38"
"S100","H38"
"S101","H112"
"S102","H112"
"S103","H113"
"S104","H114"
