"symbiont","host"
"S16","H51"
"S17","H17"
"S23","H21"
"S27","H25"
"S30","H51"
"S31","H27"
"S33","H30"
"S34","H31"
"S35","H23"
"S36","H23"
"S39","H45"
"S47","H16"
"S47","H39"
"S48","H55"
"S48","H56"
"S49","H44"
"S50","H45"
"S51","H46"
"S52","H32"
"S52","H43"
"S52","H47"
"S54","H49"
"S56","H50"
"S57","H51"
"S59","H53"
"S60","H34"
"S60","H54"
"S62","H60"
"S63","H61"
"S64","H62"
"S65","H63"
"S66","H64"
"S68","H68"
"S70","H70"
"S72","H73"
"S73","H74"
"S74","H75"
"S75","H87"
"S76","H76"
"S77","H77"
"S78","H78"
"S79","H77"
"S80","H77"
"S81","H69"
"S81","H79"
"S82","H80"
"S83","H81"
"S84","H73"
"S85","H73"
"S86","H70"
"S87","H70"
"S88","H50"
"S89","H50"
"S90","H82"
"S91","H83"
"S92","H84"
"S93","H85"
"S94","H86"
"S95","H87"
