"symbiont","host"
"S24","H223"
"S24","H224"
"S27","H13"
"S60","H247"
"S62","H104"
"S76","H65"
"S80","H40"
"S84","H144"
"S85","H91"
"S95","H35"
"S96","H35"
"S101","H202"
"S103","H137"
"S105","H104"
"S108","H106"
"S123","H120"
"S124","H94"
"S124","H116"
"S124","H124"
"S125","H128"
"S127","H245"
"S129","H201"
"S130","H120"
"S130","H131"
"S131","H120"
"S131","H131"
"S132","H136"
"S133","H113"
"S134","H113"
"S136","H179"
"S139","H141"
"S140","H142"
"S143","H147"
"S144","H148"
"S145","H211"
"S146","H70"
"S147","H127"
"S147","H165"
"S148","H204"
"S154","H157"
"S156","H159"
"S157","H170"
"S159","H153"
"S161","H162"
"S163","H236"
"S164","H236"
"S164","H237"
"S165","H13"
"S165","H179"
"S166","H165"
"S167","H127"
"S167","H166"
"S168","H169"
"S169","H195"
"S172","H131"
"S173","H176"
"S175","H177"
"S176","H178"
"S177","H40"
"S178","H40"
"S180","H188"
"S181","H181"
"S182","H182"
"S183","H185"
"S184","H203"
"S185","H114"
"S185","H189"
"S186","H114"
"S187","H137"
"S188","H137"
"S190","H188"
"S191","H114"
"S191","H189"
"S193","H192"
"S194","H193"
"S195","H278"
"S196","H278"
"S197","H195"
"S198","H196"
"S199","H70"
"S200","H197"
"S202","H137"
"S202","H194"
"S202","H212"
"S203","H199"
"S204","H123"
"S204","H200"
"S205","H221"
"S206","H201"
"S207","H202"
"S208","H203"
"S209","H206"
"S210","H70"
"S211","H70"
"S212","H210"
"S213","H211"
"S214","H213"
"S215","H214"
"S217","H216"
"S218","H218"
"S219","H194"
"S219","H219"
"S219","H258"
"S221","H225"
"S222","H207"
"S222","H226"
"S223","H228"
"S224","H229"
"S225","H230"
"S226","H13"
"S226","H160"
"S226","H217"
"S226","H219"
"S227","H13"
"S227","H160"
"S227","H217"
"S227","H219"
"S229","H232"
"S230","H233"
"S231","H103"
"S231","H234"
"S233","H186"
"S234","H186"
"S235","H238"
"S236","H239"
"S237","H48"
"S237","H240"
"S238","H241"
"S239","H255"
"S240","H242"
"S241","H272"
"S242","H243"
"S243","H191"
"S243","H244"
"S245","H246"
"S246","H249"
"S247","H227"
"S247","H250"
"S248","H251"
"S249","H252"
"S250","H253"
"S251","H254"
"S252","H255"
"S253","H256"
"S254","H194"
"S254","H258"
"S255","H262"
"S256","H263"
"S257","H264"
"S258","H265"
"S259","H266"
"S260","H267"
"S261","H137"
"S261","H212"
"S261","H259"
"S262","H13"
"S262","H137"
"S262","H212"
"S262","H259"
"S263","H270"
"S264","H271"
"S265","H276"
"S266","H277"
"S267","H278"
"S268","H279"
"S269","H280"
"S270","H281"
