"symbiont","host"
"S37","H82"
"S43","H118"
"S43","H119"
"S54","H61"
"S54","H62"
"S57","H57"
"S57","H137"
"S58","H60"
"S59","H64"
"S65","H56"
"S65","H114"
"S67","H67"
"S69","H69"
"S71","H70"
"S72","H76"
"S73","H99"
"S74","H105"
"S74","H106"
"S75","H48"
"S76","H72"
"S77","H48"
"S78","H48"
"S79","H48"
"S81","H75"
"S82","H76"
"S83","H71"
"S84","H71"
"S85","H78"
"S86","H80"
"S87","H60"
"S87","H86"
"S88","H105"
"S88","H106"
"S89","H82"
"S91","H87"
"S92","H90"
"S97","H94"
"S99","H96"
"S102","H102"
"S102","H103"
"S103","H104"
"S104","H108"
"S105","H109"
"S107","H79"
"S108","H112"
"S109","H113"
"S110","H28"
"S111","H46"
"S112","H46"
"S113","H114"
"S114","H56"
"S114","H115"
"S115","H116"
"S117","H120"
"S118","H74"
"S118","H121"
"S119","H122"
"S120","H123"
"S121","H124"
"S122","H125"
"S123","H28"
"S124","H73"
"S125","H73"
"S126","H128"
"S127","H129"
"S128","H107"
"S128","H130"
"S129","H48"
"S130","H48"
"S131","H131"
"S131","H132"
"S132","H90"
"S132","H133"
"S133","H77"
"S133","H83"
"S134","H77"
"S134","H83"
"S135","H28"
"S136","H28"
"S137","H138"
"S138","H139"
