"symbiont","host"
"S15","H21"
"S22","H16"
"S27","H19"
"S32","H48"
"S40","H33"
"S47","H108"
"S49","H62"
"S53","H63"
"S53","H64"
"S56","H83"
"S57","H55"
"S59","H58"
"S62","H113"
"S66","H66"
"S67","H89"
"S74","H74"
"S76","H105"
"S77","H78"
"S78","H81"
"S79","H82"
"S80","H83"
"S81","H108"
"S81","H109"
"S82","H108"
"S83","H90"
"S84","H90"
"S85","H94"
"S86","H95"
"S87","H96"
"S88","H99"
"S89","H100"
"S90","H93"
"S91","H93"
"S92","H101"
"S93","H102"
"S95","H104"
"S96","H105"
"S97","H111"
"S98","H112"
"S99","H113"
"S100","H114"
"S101","H110"
"S101","H115"
"S101","H118"
"S102","H119"
