"symbiont","host"
"S21","H45"
"S24","H24"
"S33","H37"
"S40","H45"
"S49","H56"
"S50","H58"
"S51","H74"
"S52","H61"
"S53","H62"
"S55","H64"
"S57","H66"
"S58","H131"
"S58","H132"
"S59","H102"
"S60","H108"
"S61","H109"
"S62","H95"
"S62","H96"
"S63","H75"
"S64","H67"
"S65","H67"
"S66","H38"
"S66","H57"
"S67","H145"
"S67","H146"
"S68","H77"
"S69","H78"
"S73","H68"
"S73","H69"
"S74","H84"
"S74","H98"
"S75","H116"
"S75","H117"
"S77","H87"
"S78","H88"
"S79","H100"
"S80","H85"
"S81","H85"
"S82","H90"
"S83","H91"
"S85","H47"
"S85","H92"
"S86","H97"
"S87","H98"
"S88","H99"
"S89","H101"
"S90","H103"
"S91","H104"
"S92","H105"
"S93","H74"
"S93","H143"
"S94","H100"
"S95","H100"
"S96","H108"
"S97","H109"
"S98","H50"
"S99","H50"
"S101","H114"
"S102","H115"
"S103","H102"
"S104","H102"
"S105","H118"
"S106","H119"
"S107","H121"
"S108","H45"
"S108","H122"
"S109","H72"
"S110","H72"
"S111","H123"
"S112","H124"
"S113","H125"
"S114","H126"
"S115","H127"
"S116","H128"
"S117","H110"
"S118","H110"
"S119","H129"
"S120","H130"
"S121","H133"
"S122","H134"
"S124","H47"
"S124","H136"
"S125","H120"
"S126","H120"
"S127","H139"
"S128","H68"
"S128","H69"
"S129","H68"
"S129","H69"
"S130","H140"
"S131","H141"
"S132","H142"
"S133","H143"
"S134","H74"
"S134","H144"
