"symbiont","host"
"S33","H21"
"S46","H55"
"S47","H55"
"S49","H46"
"S52","H46"
"S55","H52"
"S63","H105"
"S66","H87"
"S66","H107"
"S70","H59"
"S72","H107"
"S74","H68"
"S78","H71"
"S81","H64"
"S81","H72"
"S84","H128"
"S85","H76"
"S86","H73"
"S87","H68"
"S88","H68"
"S89","H93"
"S90","H81"
"S91","H89"
"S91","H113"
"S92","H44"
"S93","H44"
"S95","H83"
"S96","H84"
"S97","H87"
"S98","H88"
"S98","H107"
"S99","H89"
"S101","H91"
"S102","H92"
"S103","H93"
"S105","H111"
"S105","H112"
"S106","H80"
"S106","H95"
"S108","H96"
"S110","H98"
"S111","H99"
"S112","H100"
"S113","H85"
"S114","H85"
"S115","H60"
"S116","H60"
"S117","H130"
"S118","H126"
"S118","H127"
"S119","H101"
"S120","H73"
"S121","H73"
"S122","H102"
"S123","H105"
"S124","H119"
"S125","H103"
"S129","H106"
"S130","H106"
"S131","H109"
"S132","H110"
"S133","H82"
"S134","H82"
"S135","H59"
"S139","H115"
"S140","H116"
"S141","H108"
"S142","H108"
"S143","H124"
"S143","H125"
"S144","H114"
"S145","H122"
"S146","H123"
"S147","H130"
"S148","H131"
