"symbiont","host"
"S33","H30"
"S45","H51"
"S58","H68"
"S60","H169"
"S63","H88"
"S63","H89"
"S66","H133"
"S70","H29"
"S73","H10"
"S73","H121"
"S82","H113"
"S87","H87"
"S89","H91"
"S91","H98"
"S92","H119"
"S93","H100"
"S95","H62"
"S96","H62"
"S99","H131"
"S101","H68"
"S102","H103"
"S104","H105"
"S107","H109"
"S108","H110"
"S109","H112"
"S110","H113"
"S116","H68"
"S117","H120"
"S118","H121"
"S119","H64"
"S121","H123"
"S124","H177"
"S127","H158"
"S128","H127"
"S130","H10"
"S132","H129"
"S133","H140"
"S133","H178"
"S134","H130"
"S135","H131"
"S136","H132"
"S137","H133"
"S138","H134"
"S139","H135"
"S140","H147"
"S140","H173"
"S142","H76"
"S144","H187"
"S144","H188"
"S147","H153"
"S148","H138"
"S149","H139"
"S150","H145"
"S152","H10"
"S153","H141"
"S154","H142"
"S155","H143"
"S156","H144"
"S157","H145"
"S158","H146"
"S159","H148"
"S160","H149"
"S164","H155"
"S165","H156"
"S167","H160"
"S168","H161"
"S169","H162"
"S170","H163"
"S171","H164"
"S172","H165"
"S173","H165"
"S174","H170"
"S175","H96"
"S175","H179"
"S176","H172"
"S177","H85"
"S178","H85"
"S179","H198"
"S180","H147"
"S180","H173"
"S181","H174"
"S182","H175"
"S183","H96"
"S183","H180"
"S184","H176"
"S185","H177"
"S186","H60"
"S187","H60"
"S188","H193"
"S188","H194"
"S189","H140"
"S189","H178"
"S190","H96"
"S190","H179"
"S191","H180"
"S192","H181"
"S193","H182"
"S194","H183"
"S195","H185"
"S196","H186"
"S197","H29"
"S198","H29"
"S199","H118"
"S200","H118"
"S201","H191"
"S202","H192"
"S203","H197"
"S204","H198"
"S205","H171"
"S206","H171"
"S207","H184"
"S208","H184"
