"symbiont","host"
"S36","H31"
"S45","H124"
"S61","H95"
"S73","H233"
"S75","H58"
"S96","H185"
"S96","H269"
"S100","H77"
"S103","H219"
"S104","H80"
"S108","H90"
"S110","H49"
"S111","H49"
"S112","H95"
"S113","H99"
"S120","H106"
"S122","H108"
"S122","H201"
"S122","H208"
"S129","H121"
"S134","H119"
"S135","H120"
"S136","H121"
"S139","H124"
"S140","H165"
"S140","H166"
"S142","H183"
"S149","H131"
"S150","H132"
"S151","H133"
"S152","H276"
"S158","H138"
"S159","H299"
"S160","H139"
"S161","H142"
"S166","H145"
"S169","H191"
"S171","H193"
"S171","H194"
"S172","H193"
"S173","H150"
"S174","H153"
"S174","H154"
"S175","H298"
"S178","H159"
"S179","H161"
"S182","H164"
"S186","H299"
"S187","H11"
"S188","H11"
"S188","H258"
"S189","H295"
"S190","H294"
"S191","H294"
"S192","H160"
"S193","H160"
"S194","H169"
"S195","H136"
"S196","H174"
"S201","H181"
"S203","H183"
"S205","H294"
"S208","H298"
"S209","H298"
"S210","H189"
"S212","H168"
"S213","H168"
"S215","H146"
"S216","H146"
"S219","H198"
"S220","H199"
"S221","H260"
"S222","H202"
"S223","H203"
"S224","H204"
"S225","H205"
"S227","H282"
"S229","H98"
"S230","H98"
"S231","H210"
"S232","H208"
"S232","H216"
"S234","H184"
"S235","H176"
"S236","H240"
"S239","H272"
"S239","H273"
"S240","H159"
"S240","H219"
"S241","H159"
"S241","H219"
"S242","H207"
"S243","H207"
"S244","H222"
"S245","H223"
"S246","H225"
"S247","H226"
"S248","H227"
"S249","H228"
"S250","H163"
"S250","H229"
"S251","H299"
"S252","H298"
"S253","H230"
"S254","H232"
"S255","H242"
"S256","H233"
"S257","H176"
"S258","H176"
"S259","H236"
"S260","H219"
"S260","H237"
"S261","H240"
"S262","H241"
"S263","H242"
"S264","H224"
"S264","H244"
"S265","H245"
"S266","H246"
"S267","H247"
"S268","H249"
"S269","H118"
"S269","H231"
"S270","H118"
"S270","H231"
"S271","H252"
"S272","H255"
"S273","H256"
"S274","H136"
"S275","H136"
"S277","H258"
"S278","H310"
"S279","H261"
"S280","H262"
"S281","H263"
"S282","H264"
"S283","H221"
"S285","H269"
"S286","H248"
"S287","H248"
"S288","H265"
"S289","H265"
"S290","H221"
"S291","H221"
"S292","H270"
"S293","H271"
"S294","H274"
"S295","H275"
"S296","H276"
"S297","H277"
"S298","H278"
"S299","H279"
"S300","H306"
"S300","H307"
"S301","H280"
"S302","H281"
"S303","H282"
"S304","H184"
"S305","H11"
"S306","H285"
"S307","H286"
"S308","H287"
"S309","H289"
"S310","H290"
"S311","H291"
"S312","H292"
"S313","H293"
"S314","H294"
"S315","H295"
"S316","H288"
"S317","H288"
"S318","H298"
"S319","H299"
"S320","H299"
"S321","H300"
"S322","H301"
"S323","H243"
"S324","H243"
"S325","H302"
"S326","H303"
"S327","H304"
"S328","H305"
"S329","H310"
"S330","H311"
"S331","H314"
"S332","H315"
"S333","H179"
"S333","H213"
"S334","H179"
"S334","H213"
"S335","H188"
"S336","H188"
