"symbiont","host"
"S20","H51"
"S20","H79"
"S20","H80"
"S21","H26"
"S31","H36"
"S33","H26"
"S36","H33"
"S37","H33"
"S39","H35"
"S40","H36"
"S41","H22"
"S43","H38"
"S47","H51"
"S47","H79"
"S47","H80"
"S49","H46"
"S51","H48"
"S53","H49"
"S54","H38"
"S56","H40"
"S57","H40"
"S58","H50"
"S60","H57"
"S61","H54"
"S61","H65"
"S62","H59"
"S65","H62"
"S66","H63"
"S67","H78"
"S68","H54"
"S68","H65"
"S70","H53"
"S71","H72"
"S72","H73"
"S73","H74"
"S75","H77"
"S76","H48"
"S76","H78"
"S77","H56"
"S78","H56"
"S79","H64"
"S79","H83"
"S80","H84"
"S81","H22"
"S82","H22"
"S83","H76"
"S83","H87"
"S84","H75"
"S84","H88"
