"symbiont","host"
"S43","H26"
"S63","H143"
"S64","H26"
"S67","H54"
"S68","H117"
"S68","H118"
"S69","H147"
"S71","H57"
"S74","H38"
"S74","H86"
"S74","H87"
"S77","H63"
"S82","H92"
"S82","H112"
"S82","H113"
"S83","H56"
"S86","H70"
"S87","H19"
"S87","H70"
"S89","H96"
"S89","H97"
"S92","H84"
"S93","H85"
"S94","H88"
"S95","H89"
"S96","H77"
"S97","H104"
"S97","H123"
"S97","H124"
"S98","H104"
"S98","H105"
"S98","H123"
"S98","H124"
"S99","H92"
"S103","H81"
"S105","H143"
"S106","H98"
"S107","H99"
"S109","H109"
"S114","H110"
"S116","H114"
"S117","H142"
"S118","H115"
"S119","H116"
"S121","H120"
"S122","H26"
"S124","H103"
"S125","H127"
"S126","H128"
"S127","H26"
"S127","H132"
"S128","H133"
"S129","H134"
"S130","H130"
"S131","H130"
"S133","H77"
"S133","H137"
"S134","H138"
"S135","H139"
"S136","H76"
"S137","H76"
"S138","H83"
"S139","H83"
"S140","H142"
"S141","H143"
"S144","H144"
"S145","H145"
"S146","H147"
"S147","H159"
"S148","H148"
"S149","H149"
"S150","H135"
"S151","H135"
"S152","H129"
"S153","H129"
"S154","H146"
"S155","H146"
"S156","H68"
"S156","H150"
"S157","H151"
"S158","H23"
"S159","H23"
"S160","H154"
"S161","H155"
"S162","H156"
"S163","H72"
"S163","H157"
"S164","H158"
"S165","H159"
"S166","H111"
"S167","H111"
"S168","H160"
"S169","H161"
