"symbiont","host"
"S10","H8"
"S11","H8"
"S13","H13"
"S15","H18"
"S17","H48"
"S17","H49"
"S19","H15"
"S19","H28"
"S19","H29"
"S20","H38"
"S21","H21"
"S22","H8"
"S23","H28"
"S23","H29"
"S25","H8"
"S27","H15"
"S27","H38"
"S27","H48"
"S31","H50"
"S32","H20"
"S33","H20"
"S34","H32"
"S35","H35"
"S36","H36"
"S37","H37"
"S38","H43"
"S38","H44"
"S39","H38"
"S41","H41"
"S42","H42"
"S43","H54"
"S43","H55"
"S44","H46"
"S45","H47"
"S46","H15"
"S46","H39"
"S46","H48"
"S46","H49"
"S47","H15"
"S47","H39"
"S47","H49"
"S48","H52"
"S49","H31"
"S49","H53"
"S50","H56"
"S51","H57"
"S52","H58"
"S53","H59"
"S54","H8"
"S55","H11"
