"symbiont","host"
"S21","H22"
"S30","H81"
"S31","H18"
"S34","H42"
"S35","H42"
"S37","H84"
"S39","H41"
"S40","H41"
"S41","H63"
"S42","H51"
"S45","H46"
"S46","H46"
"S47","H56"
"S48","H56"
"S49","H31"
"S50","H31"
"S52","H57"
"S52","H74"
"S52","H80"
"S53","H58"
"S54","H50"
"S55","H50"
"S56","H43"
"S57","H61"
"S58","H62"
"S59","H64"
"S60","H65"
"S62","H67"
"S63","H43"
"S63","H61"
"S64","H43"
"S64","H61"
"S65","H63"
"S66","H63"
"S67","H73"
"S69","H72"
"S70","H75"
"S71","H76"
"S72","H77"
"S74","H43"
"S75","H82"
"S76","H48"
"S77","H48"
"S78","H88"
"S79","H86"
"S80","H85"
"S81","H85"
"S82","H87"
"S83","H88"
