"symbiont","host"
"S31","H70"
"S32","H4"
"S32","H70"
"S32","H210"
"S41","H99"
"S47","H188"
"S49","H47"
"S63","H4"
"S74","H55"
"S76","H79"
"S77","H90"
"S78","H80"
"S79","H127"
"S80","H24"
"S85","H119"
"S85","H135"
"S86","H70"
"S86","H95"
"S91","H100"
"S93","H19"
"S95","H103"
"S98","H151"
"S102","H113"
"S105","H118"
"S106","H121"
"S107","H124"
"S109","H128"
"S110","H129"
"S111","H135"
"S116","H138"
"S117","H139"
"S118","H173"
"S119","H173"
"S121","H202"
"S121","H203"
"S122","H202"
"S122","H203"
"S126","H146"
"S128","H19"
"S129","H19"
"S130","H149"
"S131","H21"
"S134","H154"
"S135","H155"
"S136","H156"
"S137","H157"
"S138","H114"
"S139","H114"
"S140","H159"
"S141","H160"
"S142","H163"
"S143","H164"
"S144","H188"
"S145","H19"
"S147","H172"
"S148","H173"
"S149","H174"
"S150","H176"
"S151","H177"
"S151","H186"
"S151","H187"
"S152","H178"
"S153","H179"
"S154","H180"
"S155","H136"
"S156","H96"
"S157","H96"
"S158","H181"
"S159","H183"
"S161","H24"
"S162","H24"
"S163","H120"
"S164","H190"
"S166","H136"
"S169","H188"
"S170","H188"
"S171","H192"
"S173","H21"
"S174","H21"
"S175","H195"
"S176","H196"
"S179","H204"
"S180","H225"
"S181","H158"
"S182","H158"
"S183","H201"
"S184","H90"
"S184","H91"
"S185","H90"
"S185","H91"
"S186","H130"
"S187","H130"
"S188","H131"
"S189","H131"
"S190","H206"
"S191","H207"
"S192","H175"
"S193","H111"
"S193","H208"
"S194","H209"
"S195","H120"
"S196","H120"
"S197","H210"
"S198","H211"
"S199","H158"
"S200","H158"
"S201","H152"
"S202","H152"
"S203","H123"
"S204","H182"
"S205","H182"
"S206","H165"
"S206","H166"
"S207","H165"
"S207","H166"
"S208","H127"
"S209","H127"
"S210","H189"
"S211","H189"
"S212","H123"
"S215","H215"
"S216","H216"
"S217","H234"
"S217","H235"
"S218","H109"
"S219","H109"
"S220","H113"
"S220","H219"
"S221","H220"
"S222","H194"
"S223","H194"
"S224","H221"
"S225","H227"
"S226","H148"
"S226","H228"
"S227","H229"
"S228","H230"
"S230","H222"
"S230","H236"
"S230","H237"
"S231","H175"
"S232","H175"
"S233","H232"
"S234","H233"
"S235","H188"
"S236","H188"
"S237","H168"
"S237","H238"
"S238","H239"
"S239","H240"
"S240","H241"
"S241","H19"
"S242","H19"
"S243","H242"
"S244","H243"
