"symbiont","host"
"S14","H14"
"S23","H23"
"S27","H27"
"S37","H36"
"S40","H77"
"S45","H9"
"S48","H51"
"S53","H56"
"S58","H63"
"S60","H46"
"S67","H70"
"S68","H71"
"S69","H90"
"S70","H130"
"S71","H130"
"S72","H74"
"S73","H75"
"S74","H76"
"S75","H77"
"S77","H79"
"S79","H50"
"S79","H81"
"S80","H50"
"S80","H81"
"S81","H107"
"S82","H89"
"S83","H91"
"S84","H25"
"S84","H38"
"S85","H25"
"S85","H38"
"S86","H92"
"S87","H95"
"S88","H96"
"S89","H97"
"S92","H72"
"S93","H72"
"S94","H100"
"S95","H101"
"S96","H102"
"S97","H103"
"S98","H104"
"S99","H73"
"S99","H105"
"S101","H114"
"S102","H108"
"S103","H90"
"S104","H90"
"S107","H110"
"S108","H111"
"S109","H112"
"S110","H114"
"S111","H127"
"S111","H128"
"S112","H115"
"S113","H116"
"S115","H118"
"S116","H113"
"S117","H113"
"S118","H119"
"S119","H120"
"S120","H108"
"S121","H108"
"S122","H121"
"S123","H122"
"S124","H42"
"S126","H123"
"S127","H124"
"S128","H125"
"S129","H126"
"S130","H90"
"S131","H90"
"S132","H129"
"S133","H130"
"S134","H131"
"S135","H132"
"S136","H40"
"S136","H135"
"S137","H136"
