"symbiont","host"
"S27","H135"
"S35","H105"
"S42","H73"
"S42","H152"
"S50","H50"
"S55","H163"
"S63","H99"
"S66","H223"
"S73","H71"
"S76","H75"
"S77","H90"
"S80","H82"
"S81","H62"
"S82","H62"
"S83","H83"
"S83","H203"
"S85","H85"
"S86","H77"
"S87","H88"
"S89","H233"
"S90","H233"
"S91","H93"
"S95","H228"
"S97","H44"
"S98","H99"
"S99","H100"
"S100","H103"
"S105","H111"
"S106","H112"
"S107","H227"
"S108","H167"
"S110","H197"
"S110","H206"
"S111","H137"
"S113","H115"
"S115","H117"
"S116","H58"
"S117","H58"
"S119","H120"
"S121","H196"
"S121","H197"
"S122","H73"
"S122","H152"
"S123","H73"
"S123","H203"
"S123","H204"
"S124","H123"
"S125","H124"
"S126","H127"
"S127","H128"
"S128","H131"
"S129","H86"
"S130","H86"
"S132","H44"
"S133","H44"
"S134","H148"
"S135","H136"
"S136","H165"
"S137","H137"
"S138","H139"
"S139","H140"
"S140","H141"
"S141","H142"
"S143","H44"
"S146","H44"
"S148","H112"
"S149","H112"
"S150","H216"
"S151","H187"
"S152","H150"
"S153","H126"
"S153","H151"
"S154","H83"
"S154","H125"
"S154","H126"
"S154","H203"
"S154","H204"
"S155","H153"
"S157","H157"
"S159","H122"
"S160","H159"
"S162","H164"
"S163","H166"
"S164","H167"
"S165","H168"
"S166","H169"
"S166","H177"
"S167","H160"
"S168","H160"
"S169","H73"
"S169","H104"
"S171","H134"
"S171","H172"
"S174","H82"
"S175","H152"
"S175","H208"
"S176","H174"
"S177","H237"
"S177","H238"
"S178","H196"
"S178","H197"
"S179","H20"
"S179","H197"
"S180","H175"
"S181","H176"
"S182","H208"
"S183","H162"
"S183","H239"
"S183","H240"
"S184","H192"
"S184","H193"
"S185","H171"
"S186","H171"
"S187","H66"
"S187","H178"
"S188","H20"
"S188","H122"
"S189","H180"
"S191","H185"
"S192","H186"
"S193","H240"
"S194","H20"
"S194","H199"
"S195","H135"
"S195","H189"
"S197","H191"
"S198","H194"
"S199","H195"
"S199","H205"
"S199","H206"
"S200","H138"
"S201","H138"
"S202","H198"
"S203","H199"
"S204","H200"
"S205","H201"
"S206","H202"
"S207","H118"
"S208","H118"
"S209","H125"
"S209","H222"
"S210","H125"
"S210","H203"
"S210","H207"
"S211","H126"
"S211","H163"
"S211","H204"
"S211","H208"
"S212","H211"
"S214","H213"
"S215","H214"
"S216","H229"
"S216","H230"
"S217","H215"
"S218","H179"
"S219","H179"
"S220","H216"
"S221","H217"
"S222","H152"
"S222","H218"
"S223","H219"
"S224","H130"
"S225","H130"
"S226","H228"
"S227","H91"
"S227","H92"
"S227","H105"
"S227","H149"
"S228","H91"
"S228","H92"
"S228","H105"
"S228","H149"
"S229","H220"
"S230","H125"
"S230","H221"
"S231","H222"
"S232","H223"
"S233","H224"
"S234","H122"
"S235","H122"
"S236","H225"
"S237","H226"
"S238","H227"
"S239","H228"
"S240","H169"
"S240","H184"
"S240","H231"
"S241","H177"
"S241","H232"
"S242","H233"
"S243","H234"
"S244","H235"
"S245","H236"
