"symbiont","host"
"S14","H100"
"S14","H113"
"S23","H61"
"S27","H118"
"S30","H91"
"S38","H38"
"S41","H42"
"S42","H43"
"S43","H62"
"S48","H45"
"S54","H46"
"S54","H48"
"S57","H33"
"S58","H33"
"S64","H101"
"S66","H63"
"S67","H80"
"S68","H65"
"S72","H72"
"S76","H33"
"S77","H75"
"S79","H123"
"S81","H106"
"S83","H55"
"S84","H55"
"S85","H119"
"S86","H82"
"S88","H84"
"S89","H85"
"S90","H86"
"S93","H88"
"S95","H97"
"S96","H73"
"S98","H76"
"S99","H76"
"S100","H33"
"S101","H33"
"S102","H52"
"S102","H81"
"S102","H94"
"S103","H95"
"S104","H98"
"S107","H101"
"S109","H110"
"S111","H58"
"S111","H109"
"S112","H58"
"S112","H109"
"S113","H108"
"S114","H108"
"S116","H115"
"S117","H61"
"S118","H61"
"S120","H122"
"S121","H125"
"S122","H126"
"S123","H127"
"S124","H128"
