"symbiont","host"
"S18","H42"
"S24","H21"
"S26","H71"
"S26","H72"
"S31","H42"
"S34","H28"
"S35","H31"
"S35","H63"
"S35","H64"
"S36","H29"
"S38","H42"
"S38","H50"
"S40","H35"
"S41","H38"
"S44","H41"
"S46","H23"
"S47","H68"
"S48","H67"
"S50","H46"
"S51","H47"
"S52","H48"
"S53","H42"
"S54","H42"
"S55","H49"
"S55","H58"
"S56","H50"
"S57","H51"
"S58","H52"
"S61","H56"
"S62","H65"
"S64","H61"
"S65","H62"
"S66","H54"
"S66","H60"
"S66","H65"
"S67","H54"
"S67","H60"
"S67","H66"
"S68","H67"
"S69","H68"
"S70","H70"
"S71","H70"
"S72","H33"
"S73","H33"
